Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,Num_Acc,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc,Num_Acc,id_vehicule,num_veh,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp,Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
201900000064,27,11,2019,17:40:00,5,33,33318,2,6,2,3,"AVE DE CANDAU","44,8079300"," -0,6170400",201900000064,138 306 415,A01,0,1,0,2,7,1,5,NULL,201900000064,138 306 415,A01,1,1,4,2,2001,0,8,0,-1,-1," -1",-1,201900000064,4,"AVE DE CANDAU",0,NULL,2,2,0,1,(1),(1),1,NULL,NULL,2,0,1,50
201900000065,27,11,2019,13:00:00,1,33,33522,2,4,2,3,"BD DU PDT FRANKLIN ROOSEVELT","44,8202000"," -0,5814500",201900000065,138 306 412,A01,1,1,0,2,1,1,5,NULL,201900000065,138 306 412,A01,1,1,4,1,2002,0,8,0,-1,-1," -1",-1,201900000065,4,"BD DU PDT FRANKLIN ROOSEVELT",0,NULL,3,6,0,1,0,0,1,NULL,NULL,2,0,1,50
201900000065,27,11,2019,13:00:00,1,33,33522,2,4,2,3,"BD DU PDT FRANKLIN ROOSEVELT","44,8202000"," -0,5814500",201900000065,138 306 412,A01,1,1,0,2,1,1,5,NULL,201900000065,138 306 413,B01,1,1,1,1,1948,5,8,0,-1,-1," -1",-1,201900000065,4,"BD DU PDT FRANKLIN ROOSEVELT",0,NULL,3,6,0,1,0,0,1,NULL,NULL,2,0,1,50
201900000065,27,11,2019,13:00:00,1,33,33522,2,4,2,3,"BD DU PDT FRANKLIN ROOSEVELT","44,8202000"," -0,5814500",201900000065,138 306 412,A01,1,1,0,2,1,1,5,NULL,201900000065,138 306 413,B01,2,2,1,2,1961,0,8,0,-1,-1," -1",-1,201900000065,4,"BD DU PDT FRANKLIN ROOSEVELT",0,NULL,3,6,0,1,0,0,1,NULL,NULL,2,0,1,50
201900000102,19,9,2019,17:00:00,1,71,71040,2,3,1,1,"JOSEPH LAMBERT (RUE)","46,6965100","4,3911800",201900000102,138 306 347,B01,2,1,0,2,2,1,5,NULL,201900000102,138 306 347,B01,1,1,4,1,1966,0,2,0,-1,0,0,-1,201900000102,4,"JOSEPH LAMBERT (RUE)",0,NULL,2,2,0,1,1,0,2,NULL,NULL,1,0,1,50
201900000102,19,9,2019,17:00:00,1,71,71040,2,3,1,1,"JOSEPH LAMBERT (RUE)","46,6965100","4,3911800",201900000102,138 306 347,B01,2,1,0,2,2,1,5,NULL,201900000102,138 306 348,A01,1,1,1,1,1986,0,1,0,-1,0,0,-1,201900000102,4,"JOSEPH LAMBERT (RUE)",0,NULL,2,2,0,1,1,0,2,NULL,NULL,1,0,1,50
201900000113,20,9,2019,20:05:00,5,974,97411,2,1,1,3,"BOIS DE NEFLES (ROUTE DE)"," -20,9058900","55,4783700",201900000113,138 306 323,A01,3,1,0,2,8,14,5,NULL,201900000113,138 306 322,B01,1,1,1,2,1960,0,8,8,-1,-1," -1",-1,201900000113,4,"BOIS DE NEFLES (ROUTE DE)",0,NULL,2,0,0,2,0,0,3,NULL,NULL,1,0,1,50
201900000113,20,9,2019,20:05:00,5,974,97411,2,1,1,3,"BOIS DE NEFLES (ROUTE DE)"," -20,9058900","55,4783700",201900000113,138 306 323,A01,3,1,0,2,8,14,5,NULL,201900000113,138 306 323,A01,1,1,4,1,2002,0,8,0,-1,-1,0,-1,201900000113,4,"BOIS DE NEFLES (ROUTE DE)",0,NULL,2,0,0,2,0,0,3,NULL,NULL,1,0,1,50
201900000113,20,9,2019,20:05:00,5,974,97411,2,1,1,3,"BOIS DE NEFLES (ROUTE DE)"," -20,9058900","55,4783700",201900000113,138 306 323,A01,3,1,0,2,8,14,5,NULL,201900000113,138 306 323,A01,2,2,4,1,2002,0,8,0,-1,-1," -1",-1,201900000113,4,"BOIS DE NEFLES (ROUTE DE)",0,NULL,2,0,0,2,0,0,3,NULL,NULL,1,0,1,50
201900000143,19,9,2019,17:45:00,2,67,67482,2,1,1,1,"KLEBSAU (RUE DE LA)","48,5450000","7,7746300",201900000143,138 306 244,B01,2,1,0,2,1,5,5,NULL,201900000143,138 306 243,A01,1,1,1,1,1965,0,1,8,-1,-1,0,-1,201900000143,4,"KLEBSAU (RUE DE LA)",0,NULL,2,2,1,1,0,0,2,NULL,NULL,1,0,1,50
201900000143,19,9,2019,17:45:00,2,67,67482,2,1,1,1,"KLEBSAU (RUE DE LA)","48,5450000","7,7746300",201900000143,138 306 244,B01,2,1,0,2,1,5,5,NULL,201900000143,138 306 244,B01,1,1,4,2,2005,0,8,0,-1,-1,0,-1,201900000143,4,"KLEBSAU (RUE DE LA)",0,NULL,2,2,1,1,0,0,2,NULL,NULL,1,0,1,50
201900000145,19,9,2019,14:08:00,1,67,67462,2,1,1,6,"PRESIDENT POINCARE (RUE DU)","48,2569480","7,4552090",201900000145,138 306 241,A01,2,1,0,0,1,26,5,NULL,201900000145,138 306 241,A01,10,3,3,2,1959,9,8,0,-1,5,4,1,201900000145,4,"PRESIDENT POINCARE (RUE DU)",0,NULL,2,2,1,1,1,0,1,NULL,NULL,1,0,1,50
201900000145,19,9,2019,14:08:00,1,67,67462,2,1,1,6,"PRESIDENT POINCARE (RUE DU)","48,2569480","7,4552090",201900000145,138 306 241,A01,2,1,0,0,1,26,5,NULL,201900000145,138 306 241,A01,1,1,1,1,1961,5,8,0,-1,-1," -1",-1,201900000145,4,"PRESIDENT POINCARE (RUE DU)",0,NULL,2,2,1,1,1,0,1,NULL,NULL,1,0,1,50
201900000151,17,2,2019,07:45:00,1,60,60471,2,6,1,3,"AVENUE JEAN JAURÈS","49,5782422","2,9943981",201900000151,138 306 231,B01,0,1,0,2,1,1,5,NULL,201900000151,138 306 231,B01,1,1,4,1,1987,5,2,9,-1,0,0,-1,201900000151,3,932,0,NULL,1,1,0,1,27,950,2,NULL,NULL,1,0,1,50
201900000151,17,2,2019,07:45:00,1,60,60471,2,6,1,3,"AVENUE JEAN JAURÈS","49,5782422","2,9943981",201900000151,138 306 231,B01,0,1,0,2,1,1,5,NULL,201900000151,138 306 232,A01,1,1,1,1,1955,5,1,-1,-1,0,0,-1,201900000151,3,932,0,NULL,1,1,0,1,27,950,2,NULL,NULL,1,0,1,50
201900000181,16,2,2019,15:30:00,1,28,28287,1,1,1,5,"D.153.4 PK: 08+550","48,1574460","1,6877360",201900000181,138 306 183,B01,2,1,0,2,0,1,5,NULL,201900000181,138 306 182,C01,1,1,3,1,1953,5,2,-1,-1,0,0,-1,201900000181,3,153.4,NULL,NULL,2,2,0,1,9,450,1,NULL,NULL,1,0,1,80
201900000181,16,2,2019,15:30:00,1,28,28287,1,1,1,5,"D.153.4 PK: 08+550","48,1574460","1,6877360",201900000181,138 306 182,C01,2,1,0,2,0,1,5,NULL,201900000181,138 306 182,C01,1,1,3,1,1953,5,2,-1,-1,0,0,-1,201900000181,3,153.4,NULL,NULL,2,2,0,1,9,450,1,NULL,NULL,1,0,1,80
201900000181,16,2,2019,15:30:00,1,28,28287,1,1,1,5,"D.153.4 PK: 08+550","48,1574460","1,6877360",201900000181,138 306 183,B01,2,1,0,2,0,1,5,NULL,201900000181,138 306 183,B01,1,1,1,1,1993,5,2,-1,-1,0,0,-1,201900000181,3,153.4,NULL,NULL,2,2,0,1,9,450,1,NULL,NULL,1,0,1,80
201900000181,16,2,2019,15:30:00,1,28,28287,1,1,1,5,"D.153.4 PK: 08+550","48,1574460","1,6877360",201900000181,138 306 182,C01,2,1,0,2,0,1,5,NULL,201900000181,138 306 183,B01,1,1,1,1,1993,5,2,-1,-1,0,0,-1,201900000181,3,153.4,NULL,NULL,2,2,0,1,9,450,1,NULL,NULL,1,0,1,80
201900000181,16,2,2019,15:30:00,1,28,28287,1,1,1,5,"D.153.4 PK: 08+550","48,1574460","1,6877360",201900000181,138 306 183,B01,2,1,0,2,0,1,5,NULL,201900000181,138 306 184,A01,1,1,1,2,2002,5,1,-1,-1,0,0,-1,201900000181,3,153.4,NULL,NULL,2,2,0,1,9,450,1,NULL,NULL,1,0,1,80
201900000181,16,2,2019,15:30:00,1,28,28287,1,1,1,5,"D.153.4 PK: 08+550","48,1574460","1,6877360",201900000181,138 306 182,C01,2,1,0,2,0,1,5,NULL,201900000181,138 306 184,A01,1,1,1,2,2002,5,1,-1,-1,0,0,-1,201900000181,3,153.4,NULL,NULL,2,2,0,1,9,450,1,NULL,NULL,1,0,1,80
201900000182,18,2,2019,11:45:00,1,28,28137,1,1,1,2,D32,"48,5515960","1,7361330",201900000182,138 306 180,B01,1,1,0,0,4,2,5,NULL,201900000182,138 306 180,B01,1,1,2,1,1943,5,0,-1,-1,0,0,-1,201900000182,3,32,0,NULL,2,1,0,4,20,63,1,NULL,NULL,1,0,1,80
201900000182,18,2,2019,11:45:00,1,28,28137,1,1,1,2,D32,"48,5515960","1,7361330",201900000182,138 306 180,B01,1,1,0,0,4,2,5,NULL,201900000182,138 306 181,A01,1,1,1,1,1995,0,1,-1,-1,0,0,-1,201900000182,3,32,0,NULL,2,1,0,4,20,63,1,NULL,NULL,1,0,1,80
201900000188,14,2,2019,15:15:00,1,68,68375,1,1,1,3,"RD2 intersection rue d'ensisheim","47,8164620","7,2676050",201900000188,138 306 169,B01,2,1,0,2,3,1,5,NULL,201900000188,138 306 169,B01,1,1,4,1,1957,5,0,-1,-1,0,0,-1,201900000188,3,2,NULL,NULL,2,2,0,2,7,100,1,NULL,NULL,1,0,1,80
201900000188,14,2,2019,15:15:00,1,68,68375,1,1,1,3,"RD2 intersection rue d'ensisheim","47,8164620","7,2676050",201900000188,138 306 169,B01,2,1,0,2,3,1,5,NULL,201900000188,138 306 170,A01,1,1,1,2,1934,5,1,-1,-1,0,0,-1,201900000188,3,2,NULL,NULL,2,2,0,2,7,100,1,NULL,NULL,1,0,1,80
201900000192,17,2,2019,19:10:00,2,76,76660,1,1,1,3,"N 1029","49,4425301","0,2726543",201900000192,138 306 161,B01,1,1,0,0,0,1,5,NULL,201900000192,138 306 161,B01,1,1,4,1,1994,5,0,-1,-1,0,0,-1,201900000192,2,1029,NULL,NULL,3,4,1,2,3,200,1,NULL,NULL,1,2,5,70
201900000192,17,2,2019,19:10:00,2,76,76660,1,1,1,3,"N 1029","49,4425301","0,2726543",201900000192,138 306 161,B01,1,1,0,0,0,1,5,NULL,201900000192,138 306 162,A01,1,1,1,1,1959,5,2,6,-1,0,0,-1,201900000192,2,1029,NULL,NULL,3,4,1,2,3,200,1,NULL,NULL,1,2,5,70
201900000192,17,2,2019,19:10:00,2,76,76660,1,1,1,3,"N 1029","49,4425301","0,2726543",201900000192,138 306 161,B01,1,1,0,0,0,1,5,NULL,201900000192,138 306 162,A01,2,2,3,2,1962,5,2,6,-1,0,0,-1,201900000192,2,1029,NULL,NULL,3,4,1,2,3,200,1,NULL,NULL,1,2,5,70
201900000218,16,2,2019,17:10:00,1,77,77430,2,6,1,3,"D9E1 X RUE DE LA MARNE","49,0716100","2,8051200",201900000218,138 306 113,B01,1,1,0,2,7,15,5,NULL,201900000218,138 306 113,B01,1,1,3,1,1952,5,2,-1,-1,0,0,-1,201900000218,3,9E1,NULL,E,2,2,0,1,4,118,1,NULL,NULL,1,5,1,50
201900000218,16,2,2019,17:10:00,1,77,77430,2,6,1,3,"D9E1 X RUE DE LA MARNE","49,0716100","2,8051200",201900000218,138 306 113,B01,1,1,0,2,7,15,5,NULL,201900000218,138 306 114,A01,1,1,1,1,1967,0,1,-1,-1,0,0,-1,201900000218,3,9E1,NULL,E,2,2,0,1,4,118,1,NULL,NULL,1,5,1,50
201900000220,15,2,2019,16:40:00,1,77,77317,2,4,7,1,"RUE D'ANDREZEL/rue des GUIGNEVEAUX","48,6092150","2,8869400",201900000220,138 306 111,B01,1,1,0,2,1,24,5,NULL,201900000220,138 306 110,A01,1,1,1,1,1973,2,1,-1,-1,0,0,-1,201900000220,4,NULL,NULL,NULL,2,2,0,1,(1),(1),1,NULL,NULL,1,0,1,50
201900000220,15,2,2019,16:40:00,1,77,77317,2,4,7,1,"RUE D'ANDREZEL/rue des GUIGNEVEAUX","48,6092150","2,8869400",201900000220,138 306 111,B01,1,1,0,2,1,24,5,NULL,201900000220,138 306 111,B01,1,1,3,1,2007,2,0,-1,-1,0,0,-1,201900000220,4,NULL,NULL,NULL,2,2,0,1,(1),(1),1,NULL,NULL,1,0,1,50
201900000224,16,2,2019,14:43:00,1,78,78548,1,1,1,3,D91,"48,7150440","2,0019880",201900000224,138 306 103,A01,1,1,0,2,8,10,5,NULL,201900000224,138 306 102,B01,1,1,4,1,1990,5,2,6,-1,0,0,-1,201900000224,3,91,0,D,2,2,0,1,15,210,1,NULL,NULL,1,0,1,80
201900000224,16,2,2019,14:43:00,1,78,78548,1,1,1,3,D91,"48,7150440","2,0019880",201900000224,138 306 103,A01,1,1,0,2,8,10,5,NULL,201900000224,138 306 102,B01,2,2,4,2,1994,5,2,6,-1,0,0,-1,201900000224,3,91,0,D,2,2,0,1,15,210,1,NULL,NULL,1,0,1,80
201900000224,16,2,2019,14:43:00,1,78,78548,1,1,1,3,D91,"48,7150440","2,0019880",201900000224,138 306 103,A01,1,1,0,2,8,10,5,NULL,201900000224,138 306 103,A01,1,1,3,1,1964,5,2,-1,-1,0,0,-1,201900000224,3,91,0,D,2,2,0,1,15,210,1,NULL,NULL,1,0,1,80
201900000232,10,5,2019,17:30:00,1,17,17219,2,3,1,3,"Rue Alsace Lorraine","45,8264120"," -1,1087060",201900000232,138 306 089,B01,2,1,0,2,1,16,5,NULL,201900000232,138 306 088,A01,1,1,1,2,1989,2,1,-1,-1,0,0,-1,201900000232,4,"Rue Alsace Lorraine",0,NULL,1,1,0,1,(1),(1),1,NULL,NULL,1,5,1,50
201900000232,10,5,2019,17:30:00,1,17,17219,2,3,1,3,"Rue Alsace Lorraine","45,8264120"," -1,1087060",201900000232,138 306 089,B01,2,1,0,2,1,16,5,NULL,201900000232,138 306 089,B01,1,1,3,1,1980,3,0,-1,-1,0,0,-1,201900000232,4,"Rue Alsace Lorraine",0,NULL,1,1,0,1,(1),(1),1,NULL,NULL,1,5,1,50
201900000240,8,5,2019,10:00:00,1,64,64496,1,6,2,3,"Giratoire Atturi Ondo","43,4800542"," -1,4416990",201900000240,138 306 072,B01,1,1,0,0,7,15,5,NULL,201900000240,138 306 072,B01,1,1,3,1,1985,5,0,-1,-1,0,0,-1,201900000240,1,64,0,NULL,3,2,0,1,0,0,1,NULL,NULL,2,3,1,70
201900000240,8,5,2019,10:00:00,1,64,64496,1,6,2,3,"Giratoire Atturi Ondo","43,4800542"," -1,4416990",201900000240,138 306 072,B01,1,1,0,0,7,15,5,NULL,201900000240,138 306 073,A01,1,1,1,2,1976,5,1,-1,-1,0,0,-1,201900000240,1,64,0,NULL,3,2,0,1,0,0,1,NULL,NULL,2,3,1,70
201900000245,17,5,2019,14:30:00,1,33,33238,2,3,1,3,"Avenue de Mont de Marsan","44,7205000"," -0,6037100",201900000245,138 306 060,B01,2,1,0,2,1,1,5,NULL,201900000245,138 306 059,A01,1,1,1,1,1949,5,1,-1,-1,0,0,-1,201900000245,3,651,NULL,NULL,2,2,0,2,8,200,4,NULL,NULL,1,0,1,50
201900000245,17,5,2019,14:30:00,1,33,33238,2,3,1,3,"Avenue de Mont de Marsan","44,7205000"," -0,6037100",201900000245,138 306 060,B01,2,1,0,2,1,1,5,NULL,201900000245,138 306 060,B01,1,1,3,1,2001,5,2,-1,-1,0,0,-1,201900000245,3,651,NULL,NULL,2,2,0,2,8,200,4,NULL,NULL,1,0,1,50
201900000254,4,5,2019,11:20:00,1,72,72154,2,1,1,6,"22 Rue de Verdun","47,6975360"," -0,0894790",201900000254,138 306 042,A01,2,1,0,2,8,1,5,NULL,201900000254,138 306 042,A01,1,1,4,1,1967,5,0,-1,-1,0,0,-1,201900000254,3,323,0," -",2,2,0,1,(1),(1),1,NULL,NULL,1,0,1,50
201900000254,4,5,2019,11:20:00,1,72,72154,2,1,1,6,"22 Rue de Verdun","47,6975360"," -0,0894790",201900000254,138 306 042,A01,2,1,0,2,8,1,5,NULL,201900000254,138 306 043,B01,1,1,1,1,1968,5,1,-1,-1,0,0,-1,201900000254,3,323,0," -",2,2,0,1,(1),(1),1,NULL,NULL,1,0,1,50
201900000257,26,5,2019,08:00:00,1,49,49023,2,1,2,1,"Rue des Mésanges (Gesté)","47,1841860"," -1,1068360",201900000257,138 306 038,A01,3,1,0,0,1,5,5,NULL,201900000257,138 306 037,B01,1,1,1,2,1958,5,1,-1,-1,0,0,-1,201900000257,4,NULL,NULL,NULL,1,1,0,1,(1),(1),2,NULL,NULL,1,0,1,30
201900000257,26,5,2019,08:00:00,1,49,49023,2,1,2,1,"Rue des Mésanges (Gesté)","47,1841860"," -1,1068360",201900000257,138 306 038,A01,3,1,0,0,1,5,5,NULL,201900000257,138 306 038,A01,1,1,4,1,1957,5,2,-1,-1,0,0,-1,201900000257,4,NULL,NULL,NULL,1,1,0,1,(1),(1),2,NULL,NULL,1,0,1,30
201900000293,29,5,2019,12:50:00,1,27,27335,2,4,8,1,"Rue des Prés","49,1346320","1,1887900",201900000293,138 305 982,B01,1,1,0,2,1,5,5,NULL,201900000293,138 305 982,B01,1,1,3,1,2007,9,0,-1,-1,0,0,-1,201900000293,3,71,0,NULL,2,2,0,2,30,900,3,NULL,NULL,1,0,5,50
201900000293,29,5,2019,12:50:00,1,27,27335,2,4,8,1,"Rue des Prés","49,1346320","1,1887900",201900000293,138 305 982,B01,1,1,0,2,1,5,5,NULL,201900000293,138 305 983,A01,1,1,1,1,1987,3,1,-1,-1,0,0,-1,201900000293,3,71,0,NULL,2,2,0,2,30,900,3,NULL,NULL,1,0,5,50
201900000305,12,5,2019,11:44:00,1,62,62170,2,1,1,2,"52 Route de la Colline","50,4218350","2,6607360",201900000305,138 305 958,B01,2,1,0,0,4,1,5,NULL,201900000305,138 305 958,B01,1,1,4,1,1998,5,6,2,-1,0,0,-1,201900000305,3,75,0,D,2,2,0,4,27,28,1,NULL,NULL,1,0,1,50
201900000305,12,5,2019,11:44:00,1,62,62170,2,1,1,2,"52 Route de la Colline","50,4218350","2,6607360",201900000305,138 305 958,B01,2,1,0,0,4,1,5,NULL,201900000305,138 305 959,A01,2,2,3,2,1955,5,2,6,-1,0,0,-1,201900000305,3,75,0,D,2,2,0,4,27,28,1,NULL,NULL,1,0,1,50
201900000305,12,5,2019,11:44:00,1,62,62170,2,1,1,2,"52 Route de la Colline","50,4218350","2,6607360",201900000305,138 305 958,B01,2,1,0,0,4,1,5,NULL,201900000305,138 305 959,A01,1,1,3,1,1950,5,2,6,-1,0,0,-1,201900000305,3,75,0,D,2,2,0,4,27,28,1,NULL,NULL,1,0,1,50
201900000307,13,8,2019,19:05:00,1,67,67482,2,3,1,3,"DOCTEUR NETTER (RUE DU)","48,5867200","7,7060000",201900000307,138 305 955,B01,2,1,0,2,1,0,5,NULL,201900000307,138 305 955,B01,1,1,4,1,1982,0,8,0,-1,-1,0,-1,201900000307,4,"DOCTEUR NETTER (RUE DU)",0,NULL,2,2,0,1,0,0,1,NULL,NULL,1,0,1,50
201900000307,13,8,2019,19:05:00,1,67,67482,2,3,1,3,"DOCTEUR NETTER (RUE DU)","48,5867200","7,7060000",201900000307,138 305 955,B01,2,1,0,2,1,0,5,NULL,201900000307,138 305 956,A01,1,1,1,2,1978,1,1,8,-1,-1,0,-1,201900000307,4,"DOCTEUR NETTER (RUE DU)",0,NULL,2,2,0,1,0,0,1,NULL,NULL,1,0,1,50
201900000310,12,8,2019,08:00:00,1,67,67482,2,1,1,7,"GOUJON (RUE DU)","48,5993420","7,7860490",201900000310,138 305 950,A01,1,1,0,0,7,1,5,NULL,201900000310,138 305 950,A01,1,1,3,1,1958,1,8,0,-1,-1,0,-1,201900000310,4,"GOUJON (RUE DU)",0,NULL,2,2,0,1,0,0,1,NULL,NULL,1,0,1,50
201900000320,16,8,2019,20:00:00,1,64,64445,2,1,1,6,"JEAN DE LA FONTAINE","43,2965300"," -0,3730700",201900000320,138 305 933,A01,2,1,0,1,1,1,5,NULL,201900000320,138 305 933,A01,1,1,1,1,2004,5,8,0,-1,0,0,-1,201900000320,4,"JEAN DE LA FONTAINE",0,NULL,2,1,0,2,0,0,3,NULL,NULL,1,0,1,15
201900000320,16,8,2019,20:00:00,1,64,64445,2,1,1,6,"JEAN DE LA FONTAINE","43,2965300"," -0,3730700",201900000320,138 305 933,A01,2,1,0,1,1,1,5,NULL,201900000320,138 305 933,A01,10,3,4,2,1995,5,8,0,-1,1,1,3,201900000320,4,"JEAN DE LA FONTAINE",0,NULL,2,1,0,2,0,0,3,NULL,NULL,1,0,1,15
201900000329,16,8,2019,22:40:00,4,60,60159,1,6,1,3,"25E- R.G.A. (AV. DU)","49,3889400","2,8827100",201900000329,138 305 919,B01,3,1,0,2,7,19,5,NULL,201900000329,138 305 919,B01,1,1,3,1,2006,5,8,0,-1,-1,0,-1,201900000329,4,"25ème RGA",0,NULL,1,2,0,1,0,1,2,NULL,NULL,1,5,1,50
201900000335,27,7,2019,18:00:00,1,58,58194,2,3,1,6,ARDILLIERS,"46,9919700","3,1613000",201900000335,138 305 904,A01,3,1,0,1,1,15,5,NULL,201900000335,138 305 904,A01,10,3,3,2,1929,0,0,0,-1,1,3,1,201900000335,4,ARDILLIERS,0,NULL,1,1,0,1,0,0,1,NULL,NULL,1,0,1,30
201900000335,27,7,2019,18:00:00,1,58,58194,2,3,1,6,ARDILLIERS,"46,9919700","3,1613000",201900000335,138 305 904,A01,3,1,0,1,1,15,5,NULL,201900000335,138 305 904,A01,1,1,1,1,1999,5,8,0,-1,-1," -1",-1,201900000335,4,ARDILLIERS,0,NULL,1,1,0,1,0,0,1,NULL,NULL,1,0,1,30
201900000337,14,8,2019,18:10:00,1,56,56121,2,6,2,7,"BLUM ( BD LEON )","47,7458700"," -3,3804500",201900000337,138 305 898,A01,2,1,0,0,7,16,5,NULL,201900000337,138 305 898,A01,1,1,3,1,1994,4,2,8,-1,0,0,-1,201900000337,4,"BLUM ( BD LEON )",0,NULL,2,1,1,1,(1),(1),3,NULL,NULL,2,5,1,30
201900000345,16,8,2019,15:55:00,1,51,51454,2,1,1,3,"RUE DU RUISSELET","49,2439100","4,0353200",201900000345,138 305 883,B01,3,1,0,2,8,1,5,NULL,201900000345,138 305 883,B01,1,1,4,2,1965,9,8,8,-1,-1,0,-1,201900000345,4,"RUE DU RUISSELET",0,NULL,2,0,0,1,0,0,1,NULL,NULL,1,5,1,50
201900000350,13,8,2019,15:45:00,1,49,49007,2,1,1,3,"ARNAULD ( HENRI) BOULEVARD","47,4730700"," -0,5622400",201900000350,138 305 870,B01,3,1,0,2,1,26,5,NULL,201900000350,138 305 870,B01,1,1,4,2,2000,9,2,8,-1,-1,0,-1,201900000350,4,"ARNAULD ( HENRI) BOULEVARD",0,NULL,-1,1,0,1,0,0,1,NULL,NULL,1,0,1,30
