Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,Num_Acc,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc,Num_Acc,id_usager,id_vehicule,num_veh,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp,Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
2.021E+11,1,10,2021,17:18:00,1,87,87085,2,1,1,6,ORADOUR SUR GLANE (CARREFOUR D'),"458,342,600,000","12,265,100,000",2.021E+11,174 926,B01,3,1,0,2,0,0,5,NULL,2.021E+11,231 844,174 926,B01,1,1,4,2,1999,5,8,0,-1,-1,-1,-1,2.021E+11,4,ORADOUR SUR GLANE (CARREFOUR D'),0,NULL,2,2,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,27,9,2021,08:50:00,1,13,13001,2,2,1,3,CARDINALE (RUE),"435,253,954,396","54,509,483,732",2.021E+11,172 640,A01,0,1,0,2,3,19,5,NULL,2.021E+11,228 916,172 639,B01,1,1,1,1,1983,4,1,8,-1,-1,-1,-1,2.021E+11,4,CARDINALE (RUE),0,NULL,1,2,1,1,1,0,1,NULL,-1,1,0,1,30
2.021E+11,27,9,2021,08:50:00,1,13,13001,2,2,1,3,CARDINALE (RUE),"435,253,954,396","54,509,483,732",2.021E+11,172 640,A01,0,1,0,2,3,19,5,NULL,2.021E+11,228 917,172 640,A01,1,1,4,1,1999,0,0,0,-1,-1,-1,-1,2.021E+11,4,CARDINALE (RUE),0,NULL,1,2,1,1,1,0,1,NULL,-1,1,0,1,30
2.021E+11,27,9,2021,11:30:00,1,81,81004,1,6,1,3,ROCADE RN88 NORD,"439,515,100,000","21,553,800,000",2.021E+11,172 213,B01,2,1,0,2,8,19,5,NULL,2.021E+11,228 344,172 212,A01,1,1,1,1,1962,5,1,0,-1,-1,-1,-1,2.021E+11,2,ROCADE RN88 NORD,0,NULL,3,1,0,1,32,700,1,NULL,-1,1,9,1,50
2.021E+11,27,9,2021,11:30:00,1,81,81004,1,6,1,3,ROCADE RN88 NORD,"439,515,100,000","21,553,800,000",2.021E+11,172 213,B01,2,1,0,2,8,19,5,NULL,2.021E+11,228 345,172 213,B01,1,1,4,1,1949,3,8,0,-1,-1,-1,-1,2.021E+11,2,ROCADE RN88 NORD,0,NULL,3,1,0,1,32,700,1,NULL,-1,1,9,1,50
2.021E+11,24,9,2021,09:40:00,1,67,67482,2,1,1,2,DRESDE (BOULEVARD DE),"485,992,900,000","77,615,200,000",2.021E+11,172 191,B01,2,1,0,2,1,25,5,NULL,2.021E+11,228 316,172 190,A01,1,1,1,1,1965,4,1,8,-1,-1,-1,-1,2.021E+11,4,DRESDE (BOULEVARD DE),0,NULL,3,4,1,1,0,0,1,NULL,-1,1,0,4,50
2.021E+11,24,9,2021,09:40:00,1,67,67482,2,1,1,2,DRESDE (BOULEVARD DE),"485,992,900,000","77,615,200,000",2.021E+11,172 191,B01,2,1,0,2,1,25,5,NULL,2.021E+11,228 317,172 191,B01,1,1,4,1,1998,1,8,0,-1,-1,-1,-1,2.021E+11,4,DRESDE (BOULEVARD DE),0,NULL,3,4,1,1,0,0,1,NULL,-1,1,0,4,50
2.021E+11,17,9,2021,20:45:00,5,75,75109,2,3,1,3,RUE LA FAYETTE,"488,760,090,000","23,445,160,000",2.021E+11,169 113,B01,1,1,0,2,2,1,5,NULL,2.021E+11,224 238,169 113,B01,1,1,4,1,1992,9,8,0,-1,0,0,-1,2.021E+11,4,RUE LA FAYETTE,0,NULL,1,2,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,17,9,2021,20:45:00,5,75,75109,2,3,1,3,RUE LA FAYETTE,"488,760,090,000","23,445,160,000",2.021E+11,169 113,B01,1,1,0,2,2,1,5,NULL,2.021E+11,224 239,169 114,A01,1,1,1,1,1991,4,1,0,-1,0,0,-1,2.021E+11,4,RUE LA FAYETTE,0,NULL,1,2,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,15,8,2021,12:45:00,1,94,94022,2,1,1,6,Rue Léon Blum,"487,571,000,000","24,121,000,000",2.021E+11,158 682,B01,1,1,1,0,1,1,5,NULL,2.021E+11,210 374,158 682,B01,1,1,4,1,1993,0,2,0,-1,-1,-1,-1,2.021E+11,4,R LEON BLUM,0,NULL,2,2,0,2,1,0,1,NULL,-1,1,0,3,50
2.021E+11,9,8,2021,12:50:00,1,75,75110,2,1,1,7,BOULEVARD DE LA VILLETTE,"488,810,740,000","23,700,930,000",2.021E+11,157 152,A01,1,1,0,0,0,1,5,NULL,2.021E+11,208 257,157 152,A01,1,1,4,2,1987,1,8,0,-1,0,0,-1,2.021E+11,4,BOULEVARD DE LA VILLETTE,0,NULL,-1,1,1,1,-1,-1,1,NULL,-1,2,0,5,50
2.021E+11,20,7,2021,22:34:00,5,75,75111,2,5,1,3,BOULEVARD VOLTAIRE,"488,503,860,000","23,925,210,000",2.021E+11,152 077,A01,3,1,0,2,8,1,5,NULL,2.021E+11,201 189,152 077,A01,1,1,4,1,1983,9,2,0,-1,0,0,-1,2.021E+11,4,BOULEVARD VOLTAIRE,0,NULL,2,4,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,20,7,2021,22:34:00,5,75,75111,2,5,1,3,BOULEVARD VOLTAIRE,"488,503,860,000","23,925,210,000",2.021E+11,152 077,A01,3,1,0,2,8,1,5,NULL,2.021E+11,201 190,152 078,B01,1,1,4,1,1982,9,2,6,-1,0,0,-1,2.021E+11,4,BOULEVARD VOLTAIRE,0,NULL,2,4,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,20,7,2021,22:34:00,5,75,75111,2,5,1,3,BOULEVARD VOLTAIRE,"488,503,860,000","23,925,210,000",2.021E+11,152 077,A01,3,1,0,2,8,1,5,NULL,2.021E+11,201 191,152 078,B01,2,2,4,2,1990,9,2,6,-1,0,0,-1,2.021E+11,4,BOULEVARD VOLTAIRE,0,NULL,2,4,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,21,7,2021,08:00:00,1,73,73290,1,1,7,3,Col de la Madeleine D902,"452,936,070,000","69,224,170,000",2.021E+11,151 564,B01,1,1,0,2,3,1,5,NULL,2.021E+11,200 520,151 564,B01,1,1,4,1,1975,5,0,-1,-1,0,0,-1,2.021E+11,3,902,0,D,2,2,0,2,92,650,3,NULL,-1,1,0,1,80
2.021E+11,21,7,2021,08:00:00,1,73,73290,1,1,7,3,Col de la Madeleine D902,"452,936,070,000","69,224,170,000",2.021E+11,151 564,B01,1,1,0,2,3,1,5,NULL,2.021E+11,200 521,151 565,A01,1,1,1,1,1952,5,2,6,-1,0,0,-1,2.021E+11,3,902,0,D,2,2,0,2,92,650,3,NULL,-1,1,0,1,80
2.021E+11,18,7,2021,11:30:00,1,94,94060,2,1,1,3,JEAN JAURES (R),"487,829,900,000","25,786,700,000",2.021E+11,151 335,B01,3,1,0,2,1,2,5,NULL,2.021E+11,200 217,151 334,A01,1,1,1,2,1988,1,1,0,-1,-1,-1,-1,2.021E+11,3,JEAN JAURES (R),0,NULL,2,1,0,2,0,0,1,NULL,-1,1,0,1,50
2.021E+11,18,7,2021,11:30:00,1,94,94060,2,1,1,3,JEAN JAURES (R),"487,829,900,000","25,786,700,000",2.021E+11,151 335,B01,3,1,0,2,1,2,5,NULL,2.021E+11,200 218,151 335,B01,1,1,4,1,1974,5,2,4,-1,-1,-1,-1,2.021E+11,3,JEAN JAURES (R),0,NULL,2,1,0,2,0,0,1,NULL,-1,1,0,1,50
2.021E+11,11,7,2021,19:50:00,1,34,34032,2,2,1,3,LECLERC MARECHAL (BD),"433,453,900,000","32,387,300,000",2.021E+11,149 678,B01,1,1,0,2,8,19,5,NULL,2.021E+11,197 885,149 677,A01,1,1,1,1,1969,9,8,0,-1,-1,-1,-1,2.021E+11,4,LECLERC MARECHAL (BD),0,NULL,1,2,0,1,-1,-1,1,NULL,-1,1,5,1,50
2.021E+11,11,7,2021,19:50:00,1,34,34032,2,2,1,3,LECLERC MARECHAL (BD),"433,453,900,000","32,387,300,000",2.021E+11,149 678,B01,1,1,0,2,8,19,5,NULL,2.021E+11,197 886,149 678,B01,1,1,4,1,2005,9,8,0,-1,-1,-1,-1,2.021E+11,4,LECLERC MARECHAL (BD),0,NULL,1,2,0,1,-1,-1,1,NULL,-1,1,5,1,50
2.021E+11,30,6,2021,13:50:00,1,74,74010,2,1,1,3,MARQUISATS (AVENUE DES),"458,969,000,000","61,317,000,000",2.021E+11,146 336,B01,2,1,0,0,0,0,5,NULL,2.021E+11,193 304,146 335,A01,2,2,1,2,1962,5,1,0,-1,-1,-1,-1,2.021E+11,3,MARQUISATS (AVENUE DES),0,NULL,4,2,0,1,0,0,3,NULL,-1,1,5,1,30
2.021E+11,30,6,2021,13:50:00,1,74,74010,2,1,1,3,MARQUISATS (AVENUE DES),"458,969,000,000","61,317,000,000",2.021E+11,146 336,B01,2,1,0,0,0,0,5,NULL,2.021E+11,193 305,146 335,A01,1,1,1,1,1961,5,1,0,-1,-1,-1,-1,2.021E+11,3,MARQUISATS (AVENUE DES),0,NULL,4,2,0,1,0,0,3,NULL,-1,1,5,1,30
2.021E+11,30,6,2021,13:50:00,1,74,74010,2,1,1,3,MARQUISATS (AVENUE DES),"458,969,000,000","61,317,000,000",2.021E+11,146 336,B01,2,1,0,0,0,0,5,NULL,2.021E+11,193 306,146 336,B01,1,1,4,2,1984,5,2,0,-1,-1,-1,-1,2.021E+11,3,MARQUISATS (AVENUE DES),0,NULL,4,2,0,1,0,0,3,NULL,-1,1,5,1,30
2.021E+11,2,7,2021,14:45:00,1,37,37122,2,1,1,7,HUGO (AVENUE VICTOR),"473,510,539,271","0,6639003754",2.021E+11,146 149,A01,3,1,12,0,7,16,5,NULL,2.021E+11,193 055,146 149,A01,1,1,4,2,1962,5,2,8,-1,-1,-1,-1,2.021E+11,4,HUGO (AVENUE VICTOR),0,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,22,6,2021,15:15:00,1,72,72181,2,1,1,6,MAILLETS (RUE DES) IMP 37 A 159,"480,162,800,000","0,2150300000",2.021E+11,143 396,B01,1,1,0,2,8,2,5,NULL,2.021E+11,189 384,143 396,B01,1,1,4,2,2005,0,8,0,-1,-1,-1,-1,2.021E+11,4,MAILLETS (RUE DES) IMP 37 A 159,0,NULL,3,2,2,2,0,0,1,NULL,-1,1,0,1,50
2.021E+11,22,6,2021,15:15:00,1,72,72181,2,1,1,6,MAILLETS (RUE DES) IMP 37 A 159,"480,162,800,000","0,2150300000",2.021E+11,143 396,B01,1,1,0,2,8,2,5,NULL,2.021E+11,189 385,143 397,A01,1,1,1,1,1973,0,1,0,-1,-1,-1,-1,2.021E+11,4,MAILLETS (RUE DES) IMP 37 A 159,0,NULL,3,2,2,2,0,0,1,NULL,-1,1,0,1,50
2.021E+11,18,6,2021,18:25:00,1,88,88349,1,3,1,3,Le Rudlin,"481,195,260,000","70,418,450,000",2.021E+11,141 532,B01,2,1,0,2,1,1,5,NULL,2.021E+11,186 933,141 532,B01,1,1,3,1,1974,5,2,-1,-1,0,0,-1,2.021E+11,3,23,-1,NULL,2,2,0,2,35,100,3,NULL,-1,1,0,1,80
2.021E+11,18,6,2021,18:25:00,1,88,88349,1,3,1,3,Le Rudlin,"481,195,260,000","70,418,450,000",2.021E+11,141 532,B01,2,1,0,2,1,1,5,NULL,2.021E+11,186 934,141 533,A01,1,1,1,1,1986,5,1,-1,-1,0,0,-1,2.021E+11,3,23,-1,NULL,2,2,0,2,35,100,3,NULL,-1,1,0,1,80
2.021E+11,1,6,2021,17:00:00,1,22,22278,2,1,1,3,GARE (DE LA),"485,112,060,000","-27,626,490,000",2.021E+11,137 843,B01,1,1,0,2,4,1,5,NULL,2.021E+11,182 116,137 842,Z01,1,1,1,-1,NULL,-1,-1,-1,-1,-1,-1,-1,2.021E+11,4,GARE (DE LA),0,NULL,2,2,0,1,1,0,1,NULL,-1,1,0,1,50
2.021E+11,1,6,2021,17:00:00,1,22,22278,2,1,1,3,GARE (DE LA),"485,112,060,000","-27,626,490,000",2.021E+11,137 843,B01,1,1,0,2,4,1,5,NULL,2.021E+11,182 117,137 843,B01,1,1,4,1,1999,0,2,-1,-1,-1,-1,-1,2.021E+11,4,GARE (DE LA),0,NULL,2,2,0,1,1,0,1,NULL,-1,1,0,1,50
2.021E+11,5,5,2021,13:05:00,1,92,92035,2,1,1,6,Veuve Lacroix ( rue ),"489,044,819,710","22,360,423,207",2.021E+11,127 719,A01,2,1,0,1,1,1,5,NULL,2.021E+11,168 839,127 719,A01,10,3,4,2,1931,5,0,-1,-1,3,3,1,2.021E+11,4,NULL,0,NULL,2,2,2,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,5,5,2021,13:05:00,1,92,92035,2,1,1,6,Veuve Lacroix ( rue ),"489,044,819,710","22,360,423,207",2.021E+11,127 719,A01,2,1,0,1,1,1,5,NULL,2.021E+11,168 840,127 719,A01,1,1,1,1,1980,4,2,0,-1,-1,-1,-1,2.021E+11,4,NULL,0,NULL,2,2,2,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,30,4,2021,10:40:00,1,37,37261,2,1,1,6,JOLIVET (RUE),"473,933,600,000","0,7039000000",2.021E+11,126 721,B01,2,1,0,2,0,0,5,NULL,2.021E+11,167 530,126 721,B01,1,1,4,1,2003,5,8,0,-1,-1,-1,-1,2.021E+11,4,JOLIVET (RUE),0,NULL,1,1,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,30,4,2021,10:40:00,1,37,37261,2,1,1,6,JOLIVET (RUE),"473,933,600,000","0,7039000000",2.021E+11,126 721,B01,2,1,0,2,0,0,5,NULL,2.021E+11,167 531,126 722,A01,1,1,1,-1,NULL,-1,-1,-1,-1,-1,-1,-1,2.021E+11,4,JOLIVET (RUE),0,NULL,1,1,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,22,4,2021,14:30:00,1,6,6128,1,1,7,3,616 chemin des salettes,"436,917,820,000","71,182,660,000",2.021E+11,124 843,B01,3,1,0,2,2,0,0,NULL,2.021E+11,165 130,124 843,B01,1,1,3,1,1967,5,2,-1,-1,0,0,-1,2.021E+11,4,7,0,D,2,2,0,2,0,0,4,NULL,-1,1,0,1,50
2.021E+11,22,4,2021,14:30:00,1,6,6128,1,1,7,3,616 chemin des salettes,"436,917,820,000","71,182,660,000",2.021E+11,124 843,B01,3,1,0,2,2,0,0,NULL,2.021E+11,165 131,124 844,A01,1,1,1,1,1985,1,1,-1,-1,0,0,-1,2.021E+11,4,7,0,D,2,2,0,2,0,0,4,NULL,-1,1,0,1,50
2.021E+11,20,4,2021,16:10:00,1,56,56083,2,1,1,7,REPUBLIQUE ( AV. DE LA ),"477,984,100,000","-32,948,600,000",2.021E+11,124 530,A01,2,1,16,0,0,1,5,NULL,2.021E+11,164 727,124 530,A01,1,1,4,1,2003,5,2,0,-1,-1,-1,-1,2.021E+11,3,724,0,NULL,2,2,0,1,96,470,1,NULL,-1,2,0,4,50
2.021E+11,29,3,2021,08:26:00,1,95,95313,2,1,1,3,44 Avenue de Paris,"491,105,297,744","22,252,072,624",2.021E+11,119 836,B01,1,1,0,2,1,25,5,NULL,2.021E+11,158 608,119 836,B01,1,1,4,1,2008,2,0,-1,-1,0,0,-1,2.021E+11,3,NULL,-1,NULL,-1,2,0,1,21,600,1,NULL,-1,1,0,4,-1
2.021E+11,29,3,2021,08:26:00,1,95,95313,2,1,1,3,44 Avenue de Paris,"491,105,297,744","22,252,072,624",2.021E+11,119 836,B01,1,1,0,2,1,25,5,NULL,2.021E+11,158 609,119 837,A01,1,1,1,1,2001,1,8,-1,-1,0,0,-1,2.021E+11,3,NULL,-1,NULL,-1,2,0,1,21,600,1,NULL,-1,1,0,4,-1
2.021E+11,22,3,2021,20:30:00,3,91,91228,2,1,1,6,RTE NATIONALE 7,"486,443,740,000","24,228,050,000",2.021E+11,117 993,B01,2,1,0,2,7,1,5,NULL,2.021E+11,156 272,117 992,A01,1,1,1,1,1987,5,1,8,-1,-1,-1,-1,2.021E+11,3,7,0,NULL,3,4,1,1,0,0,1,NULL,-1,1,3,1,50
2.021E+11,22,3,2021,20:30:00,3,91,91228,2,1,1,6,RTE NATIONALE 7,"486,443,740,000","24,228,050,000",2.021E+11,117 993,B01,2,1,0,2,7,1,5,NULL,2.021E+11,156 273,117 993,B01,1,1,3,1,1995,5,2,8,-1,-1,-1,-1,2.021E+11,3,7,0,NULL,3,4,1,1,0,0,1,NULL,-1,1,3,1,50
2.021E+11,2,3,2021,18:15:00,2,69,69386,2,1,1,2,MICHEL RAMBAUD (R),"457,697,718,087","48,598,791,787",2.021E+11,113 331,A01,1,1,0,2,1,1,0,NULL,2.021E+11,150 264,113 330,B01,1,1,1,1,1948,9,1,-1,-1,-1,-1,-1,2.021E+11,4,MICHEL RAMBAUD                      (R ),0,NULL,1,1,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,2,3,2021,18:15:00,2,69,69386,2,1,1,2,MICHEL RAMBAUD (R),"457,697,718,087","48,598,791,787",2.021E+11,113 331,A01,1,1,0,2,1,1,0,NULL,2.021E+11,150 265,113 331,A01,1,1,4,1,1989,1,8,0,-1,-1,-1,-1,2.021E+11,4,MICHEL RAMBAUD                      (R ),0,NULL,1,1,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,25,2,2021,16:05:00,1,74,74299,2,1,1,6,Rte de Menthon,"458,742,120,000","61,823,310,000",2.021E+11,111 897,A01,2,1,9,0,1,1,5,NULL,2.021E+11,148 405,111 897,A01,1,1,3,1,1961,5,2,-1,-1,0,0,-1,2.021E+11,3,909,0,A,2,2,2,1,0,530,1,NULL,-1,1,0,4,-1
2.021E+11,23,2,2021,15:25:00,1,6,6157,2,6,1,3,M2210,"437,231,030,000","70,827,380,000",2.021E+11,111 374,B01,0,1,0,2,7,26,6,NULL,2.021E+11,147 755,111 374,B01,1,1,3,1,1949,5,2,-1,-1,0,0,-1,2.021E+11,7,2210,0,NULL,4,5,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,23,2,2021,15:25:00,1,6,6157,2,6,1,3,M2210,"437,231,030,000","70,827,380,000",2.021E+11,111 374,B01,0,1,0,2,7,26,6,NULL,2.021E+11,147 756,111 375,A01,1,1,1,2,1952,9,8,-1,-1,0,0,-1,2.021E+11,7,2210,0,NULL,4,5,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,20,2,2021,17:30:00,1,75,75111,2,2,1,6,BOULEVARD VOLTAIRE,"488,561,790,000","23,828,300,000",2.021E+11,110 929,A01,1,1,0,1,0,1,5,NULL,2.021E+11,147 185,110 929,A01,1,1,1,1,1977,5,2,8,-1,0,0,-1,2.021E+11,4,BOULEVARD VOLTAIRE,0,NULL,2,4,1,1,-1,-1,1,NULL,-1,1,-1,5,50
2.021E+11,20,2,2021,17:30:00,1,75,75111,2,2,1,6,BOULEVARD VOLTAIRE,"488,561,790,000","23,828,300,000",2.021E+11,110 929,A01,1,1,0,1,0,1,5,NULL,2.021E+11,147 186,110 929,A01,10,3,4,2,1955,1,0,-1,-1,3,3,1,2.021E+11,4,BOULEVARD VOLTAIRE,0,NULL,2,4,1,1,-1,-1,1,NULL,-1,1,-1,5,50
2.021E+11,20,1,2021,17:30:00,5,93,93001,2,1,2,6,ANATOLE FRANCE (BLD) PAIR,"489,159,737,700","23,815,370,908",2.021E+11,104 567,B01,1,1,1,0,0,1,5,NULL,2.021E+11,138 789,104 566,A01,1,1,1,2,1958,0,1,0,-1,-1,-1,-1,2.021E+11,3,ANATOLE FRANCE (BLD) PAIR,0,NULL,2,2,0,1,0,1,1,NULL,-1,2,0,1,50
2.021E+11,20,1,2021,17:30:00,5,93,93001,2,1,2,6,ANATOLE FRANCE (BLD) PAIR,"489,159,737,700","23,815,370,908",2.021E+11,104 567,B01,1,1,1,0,0,1,5,NULL,2.021E+11,138 790,104 567,B01,1,1,4,1,1995,0,8,0,-1,-1,-1,-1,2.021E+11,3,ANATOLE FRANCE (BLD) PAIR,0,NULL,2,2,0,1,0,1,1,NULL,-1,2,0,1,50
2.021E+11,18,10,2021,18:05:00,1,51,51055,2,1,1,3,Rue de la Ferme Pierquin,"492,853,621,762","40,286,121,165",2.021E+11,179 904,B01,0,1,0,0,0,15,5,NULL,2.021E+11,238 277,179 904,B01,1,1,4,1,2002,0,0,-1,-1,-1,-1,-1,2.021E+11,4,FERME PIERQUIN (RUE),0,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,18,10,2021,18:05:00,1,51,51055,2,1,1,3,Rue de la Ferme Pierquin,"492,853,621,762","40,286,121,165",2.021E+11,179 904,B01,0,1,0,0,0,15,5,NULL,2.021E+11,238 278,179 905,A01,1,1,1,1,1948,3,1,0,-1,-1,-1,-1,2.021E+11,4,FERME PIERQUIN (RUE),0,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,17,9,2021,08:30:00,1,50,50129,2,1,1,7,PAUL (RUE MARCEL),"496,324,200,000","-16,269,600,000",2.021E+11,178 369,B01,0,1,0,2,0,21,5,NULL,2.021E+11,236 246,178 368,A01,1,1,1,1,1986,1,1,-1,-1,-1,-1,-1,2.021E+11,4,PAUL (RUE MARCEL),0,NULL,2,1,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,17,9,2021,08:30:00,1,50,50129,2,1,1,7,PAUL (RUE MARCEL),"496,324,200,000","-16,269,600,000",2.021E+11,178 369,B01,0,1,0,2,0,21,5,NULL,2.021E+11,236 247,178 369,B01,1,1,4,2,1972,1,2,-1,-1,-1,-1,-1,2.021E+11,4,PAUL (RUE MARCEL),0,NULL,2,1,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,14,10,2021,17:15:00,1,69,69259,2,4,7,1,MARCEL SEMBAT (BD),"457,130,900,000","48,768,200,000",2.021E+11,178 124,B01,2,1,0,2,1,19,5,NULL,2.021E+11,235 947,178 124,B01,1,1,4,1,1981,0,2,-1,-1,-1,-1,-1,2.021E+11,4,FRERES LAFRANCHI (DES)                  ,0,NULL,1,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,14,10,2021,17:15:00,1,69,69259,2,4,7,1,MARCEL SEMBAT (BD),"457,130,900,000","48,768,200,000",2.021E+11,178 124,B01,2,1,0,2,1,19,5,NULL,2.021E+11,235 948,178 125,A01,1,1,1,1,1971,0,1,-1,-1,-1,-1,-1,2.021E+11,4,FRERES LAFRANCHI (DES)                  ,0,NULL,1,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,1,10,2021,12:20:00,1,6,6027,1,1,1,6,GAUDE AVENUE DE LA,"436,669,400,000","71,526,780,000",2.021E+11,173 733,A01,2,1,0,1,9,13,0,NULL,2.021E+11,230 292,173 733,A01,1,1,3,1,1951,0,2,0,-1,0,0,-1,2.021E+11,7,GAUDE AVENUE DE LA,0,NULL,2,2,0,2,-1,-1,4,NULL,-1,1,0,1,50
2.021E+11,1,10,2021,12:20:00,1,6,6027,1,1,1,6,GAUDE AVENUE DE LA,"436,669,400,000","71,526,780,000",2.021E+11,173 733,A01,2,1,0,1,9,13,0,NULL,2.021E+11,230 293,173 733,A01,10,3,3,2,1982,5,0,-1,-1,1,3,1,2.021E+11,7,GAUDE AVENUE DE LA,0,NULL,2,2,0,2,-1,-1,4,NULL,-1,1,0,1,50
2.021E+11,28,9,2021,09:10:00,1,69,69387,2,2,1,1,GUILLOTIERE (DE LA) (GR),"457,474,900,000","48,582,000,000",2.021E+11,172 921,A01,2,1,0,2,1,15,0,NULL,2.021E+11,229 258,172 920,B01,1,1,1,2,1950,1,1,-1,-1,-1,-1,-1,2.021E+11,4,GUILLOTIERE (DE LA)                 (GR),0,NULL,1,1,2,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,28,9,2021,09:10:00,1,69,69387,2,2,1,1,GUILLOTIERE (DE LA) (GR),"457,474,900,000","48,582,000,000",2.021E+11,172 921,A01,2,1,0,2,1,15,0,NULL,2.021E+11,229 259,172 921,A01,1,1,4,2,1969,0,2,-1,-1,-1,-1,-1,2.021E+11,4,GUILLOTIERE (DE LA)                 (GR),0,NULL,1,1,2,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,28,9,2021,11:30:00,1,33,33550,2,6,1,2,Route de Léognan,"447,656,900,000"," -0,5800700000",2.021E+11,172 709,B01,2,1,0,2,1,16,5,NULL,2.021E+11,229 000,172 708,A01,1,1,1,1,1945,0,1,-1,-1,-1,-1,-1,2.021E+11,4,RTE DE LEOGNAN,0,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,28,9,2021,11:30:00,1,33,33550,2,6,1,2,Route de Léognan,"447,656,900,000"," -0,5800700000",2.021E+11,172 709,B01,2,1,0,2,1,16,5,NULL,2.021E+11,229 001,172 709,B01,1,1,4,2,1962,0,0,-1,-1,-1,-1,-1,2.021E+11,4,RTE DE LEOGNAN,0,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,13,9,2021,09:00:00,1,59,59350,2,3,1,3,ISLY RUE,"506,223,455,786","30,362,629,521",2.021E+11,167 780,B01,1,1,8,2,3,1,5,NULL,2.021E+11,222 523,167 780,B01,1,1,3,1,1993,0,8,0,-1,-1,-1,-1,2.021E+11,4,ISLY RUE,0,NULL,2,2,1,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,13,9,2021,09:00:00,1,59,59350,2,3,1,3,ISLY RUE,"506,223,455,786","30,362,629,521",2.021E+11,167 780,B01,1,1,8,2,3,1,5,NULL,2.021E+11,222 524,167 781,A01,1,1,1,1,1984,4,1,0,-1,-1,-1,-1,2.021E+11,4,ISLY RUE,0,NULL,2,2,1,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,11,9,2021,17:30:00,1,3,3053,1,1,1,2,Route de Bellenaves,"462,334,400,000","31,468,300,000",2.021E+11,166 666,B01,1,1,0,0,6,1,5,NULL,2.021E+11,221 059,166 665,A01,1,1,1,-1,NULL,-1,-1,-1,-1,-1,-1,-1,2.021E+11,3,987,-1,NULL,2,2,0,1,14,950,1,NULL,-1,1,0,1,70
2.021E+11,11,9,2021,17:30:00,1,3,3053,1,1,1,2,Route de Bellenaves,"462,334,400,000","31,468,300,000",2.021E+11,166 666,B01,1,1,0,0,6,1,5,NULL,2.021E+11,221 060,166 666,B01,1,1,4,1,2005,5,0,0,-1,0,0,-1,2.021E+11,3,987,-1,NULL,2,2,0,1,14,950,1,NULL,-1,1,0,1,70
2.021E+11,3,9,2021,11:15:00,1,75,75116,2,2,1,6,PONT DE L ALMA,"488,641,920,000","23,015,550,000",2.021E+11,163 955,A01,3,1,0,1,1,16,5,NULL,2.021E+11,217 507,163 955,A01,10,3,4,2,1971,5,0,-1,-1,0,0,-1,2.021E+11,4,PONT DE L ALMA,0,NULL,2,3,1,2,-1,-1,1,NULL,-1,1,0,5,30
2.021E+11,3,9,2021,11:15:00,1,75,75116,2,2,1,6,PONT DE L ALMA,"488,641,920,000","23,015,550,000",2.021E+11,163 955,A01,3,1,0,1,1,16,5,NULL,2.021E+11,217 508,163 955,A01,1,1,1,1,1989,9,2,0,-1,0,0,-1,2.021E+11,4,PONT DE L ALMA,0,NULL,2,3,1,2,-1,-1,1,NULL,-1,1,0,5,30
