Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,Num_Acc,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc,Num_Acc,id_usager,id_vehicule,num_veh,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp,Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
2.021E+11,9,11,2021,21:10:00,5,75,75106,2,1,1,1,RUE DU CHERCHE MIDI,"488,471,650,000","23,280,170,000",2.021E+11,188 462,A01,1,1,0,2,1,13,5,NULL,2.021E+11,249 654,188 463,B01,1,1,4,1,1970,9,2,0,-1,0,0,-1,2.021E+11,4,RUE DU CHERCHE MIDI,0,NULL,-1,1,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,17,11,2021,14:15:00,1,75,75120,2,1,1,1,AVENUE GAMBETTA,"488,634,349,223","23,896,336,555",2.021E+11,188 457,A01,2,1,0,2,1,13,5,NULL,2.021E+11,249 644,188 456,B01,1,1,4,2,1989,9,2,8,-1,-1,-1,-1,2.021E+11,4,AVENUE GAMBETTA,0,NULL,2,4,1,2,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,17,11,2021,14:15:00,1,75,75120,2,1,1,1,AVENUE GAMBETTA,"488,634,349,223","23,896,336,555",2.021E+11,188 456,B01,1,1,0,2,1,1,5,NULL,2.021E+11,249 644,188 456,B01,1,1,4,2,1989,9,2,8,-1,-1,-1,-1,2.021E+11,4,AVENUE GAMBETTA,0,NULL,2,4,1,2,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,17,11,2021,14:15:00,1,75,75120,2,1,1,1,AVENUE GAMBETTA,"488,634,349,223","23,896,336,555",2.021E+11,188 457,A01,2,1,0,2,1,13,5,NULL,2.021E+11,249 645,188 457,A01,1,1,1,2,1996,9,2,8,-1,0,0,-1,2.021E+11,4,AVENUE GAMBETTA,0,NULL,2,4,1,2,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,17,11,2021,14:15:00,1,75,75120,2,1,1,1,AVENUE GAMBETTA,"488,634,349,223","23,896,336,555",2.021E+11,188 456,B01,1,1,0,2,1,1,5,NULL,2.021E+11,249 645,188 457,A01,1,1,1,2,1996,9,2,8,-1,0,0,-1,2.021E+11,4,AVENUE GAMBETTA,0,NULL,2,4,1,2,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,18,11,2021,09:43:00,1,75,75113,2,1,1,6,RUE NATIONALE,"488,322,690,000","23,627,940,000",2.021E+11,188 452,A01,1,1,0,1,7,1,5,NULL,2.021E+11,249 638,188 452,A01,1,1,1,1,1975,5,2,8,-1,0,0,-1,2.021E+11,4,RUE NATIONALE,0,NULL,2,3,1,1,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,18,11,2021,09:43:00,1,75,75113,2,1,1,6,RUE NATIONALE,"488,322,690,000","23,627,940,000",2.021E+11,188 452,A01,1,1,0,1,7,1,5,NULL,2.021E+11,249 639,188 452,A01,10,3,4,1,1945,5,0,-1,-1,2,3,1,2.021E+11,4,RUE NATIONALE,0,NULL,2,3,1,1,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,18,11,2021,09:00:00,1,75,75111,2,3,1,2,BOULEVARD RICHARD LENOIR,"488,570,560,000","23,712,030,000",2.021E+11,188 449,A01,1,1,0,2,1,1,5,NULL,2.021E+11,249 634,188 448,B01,1,1,1,1,1960,1,1,0,-1,0,0,-1,2.021E+11,4,BOULEVARD RICHARD LENOIR,0,NULL,1,2,1,1,-1,-1,1,NULL,-1,1,8,1,30
2.021E+11,18,11,2021,09:00:00,1,75,75111,2,3,1,2,BOULEVARD RICHARD LENOIR,"488,570,560,000","23,712,030,000",2.021E+11,188 449,A01,1,1,0,2,1,1,5,NULL,2.021E+11,249 635,188 449,A01,1,1,4,2,1997,9,8,0,-1,0,0,-1,2.021E+11,4,BOULEVARD RICHARD LENOIR,0,NULL,1,2,1,1,-1,-1,1,NULL,-1,1,8,1,30
2.021E+11,18,11,2021,09:50:00,1,75,75107,2,1,1,6,RUE DE LA LEGION D HONNEUR,"488,603,650,000","23,249,700,000",2.021E+11,188 442,A01,3,1,0,1,1,1,5,NULL,2.021E+11,249 626,188 442,A01,10,3,4,2,1969,4,0,-1,-1,5,9,3,2.021E+11,4,RUE DE LA LEGION D HONNEUR,0,NULL,-1,1,3,2,-1,-1,1,NULL,-1,1,6,1,30
2.021E+11,18,11,2021,09:50:00,1,75,75107,2,1,1,6,RUE DE LA LEGION D HONNEUR,"488,603,650,000","23,249,700,000",2.021E+11,188 442,A01,3,1,0,1,1,1,5,NULL,2.021E+11,249 627,188 442,A01,1,1,1,1,1948,9,8,0,-1,0,0,-1,2.021E+11,4,RUE DE LA LEGION D HONNEUR,0,NULL,-1,1,3,2,-1,-1,1,NULL,-1,1,6,1,30
2.021E+11,18,11,2021,08:20:00,1,94,94080,2,3,1,1,Avenue des Minimes,"488,411,700,000","24,329,400,000",2.021E+11,188 439,B01,2,1,0,2,3,0,5,NULL,2.021E+11,249 622,188 438,A01,1,1,1,1,1985,1,1,0,-1,-1,-1,-1,2.021E+11,3,MINIMES (AV DES),0,NULL,2,0,0,1,1,0,1,NULL,-1,1,0,1,30
2.021E+11,18,11,2021,08:20:00,1,94,94080,2,3,1,1,Avenue des Minimes,"488,411,700,000","24,329,400,000",2.021E+11,188 439,B01,2,1,0,2,3,0,5,NULL,2.021E+11,249 623,188 439,B01,1,1,4,1,1969,1,0,0,-1,-1,-1,-1,2.021E+11,3,MINIMES (AV DES),0,NULL,2,0,0,1,1,0,1,NULL,-1,1,0,1,30
2.021E+11,18,11,2021,13:05:00,1,93,93070,2,1,1,3,SAINT-DENIS(RUE),"489,190,496,040","23,338,184,133",2.021E+11,188 424,B01,1,1,0,2,1,2,0,NULL,2.021E+11,249 606,188 424,B01,1,1,4,1,1987,1,8,0,-1,-1,-1,-1,2.021E+11,4,SAINT-DENIS(RUE),0,NULL,2,1,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,18,11,2021,13:05:00,1,93,93070,2,1,1,3,SAINT-DENIS(RUE),"489,190,496,040","23,338,184,133",2.021E+11,188 424,B01,1,1,0,2,1,2,0,NULL,2.021E+11,249 607,188 425,A01,1,1,1,1,1991,5,8,0,-1,-1,-1,-1,2.021E+11,4,SAINT-DENIS(RUE),0,NULL,2,1,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,18,11,2021,13:15:00,1,92,92048,2,6,1,3,Rue de Paris,"488,131,435,089","22,463,876,009",2.021E+11,188 407,B01,2,1,0,2,1,1,5,NULL,2.021E+11,249 585,188 407,B01,1,1,4,2,1980,4,2,0,-1,-1,-1,-1,2.021E+11,4,PARIS (RUE DE) N° 12 A 164,0,NULL,1,1,0,1,0,0,3,NULL,-1,1,0,1,50
2.021E+11,18,11,2021,13:15:00,1,92,92048,2,6,1,3,Rue de Paris,"488,131,435,089","22,463,876,009",2.021E+11,188 407,B01,2,1,0,2,1,1,5,NULL,2.021E+11,249 586,188 408,A01,1,1,1,1,1973,4,1,0,-1,-1,-1,-1,2.021E+11,4,PARIS (RUE DE) N° 12 A 164,0,NULL,1,1,0,1,0,0,3,NULL,-1,1,0,1,50
2.021E+11,18,11,2021,09:50:00,1,92,92044,2,2,1,3,VIC. HUGO(RUE)077A089 ET 090A110,"488,959,151,910","22,964,724,898",2.021E+11,188 406,B01,0,1,0,2,1,1,0,NULL,2.021E+11,249 583,188 405,A01,1,1,1,1,1957,0,1,0,-1,-1,-1,-1,2.021E+11,3,909,0,NULL,2,3,1,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,18,11,2021,09:50:00,1,92,92044,2,2,1,3,VIC. HUGO(RUE)077A089 ET 090A110,"488,959,151,910","22,964,724,898",2.021E+11,188 406,B01,0,1,0,2,1,1,0,NULL,2.021E+11,249 584,188 406,B01,1,1,4,1,1993,1,8,0,-1,-1,-1,-1,2.021E+11,3,909,0,NULL,2,3,1,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,18,11,2021,13:45:00,1,44,44030,2,6,1,1,D33,"474,450,110,000","-22,454,380,000",2.021E+11,188 362,B01,1,1,0,2,0,1,5,NULL,2.021E+11,249 531,188 362,B01,1,1,4,2,1960,3,0,-1,-1,0,0,-1,2.021E+11,3,50,0,D,2,2,0,1,2,647,1,NULL,-1,1,5,1,50
2.021E+11,18,11,2021,13:45:00,1,44,44030,2,6,1,1,D33,"474,450,110,000","-22,454,380,000",2.021E+11,188 362,B01,1,1,0,2,0,1,5,NULL,2.021E+11,249 532,188 363,A01,1,1,1,2,1948,3,1,-1,-1,0,0,-1,2.021E+11,3,50,0,D,2,2,0,1,2,647,1,NULL,-1,1,5,1,50
2.021E+11,16,11,2021,15:30:00,1,971,97112,2,4,1,3,N9,"158,870,250,000","-613,153,650,000",2.021E+11,188 326,A01,2,1,0,2,0,1,5,NULL,2.021E+11,249 485,188 325,B01,1,1,1,1,1940,3,8,-1,-1,0,0,-1,2.021E+11,2,9,0,N,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,16,11,2021,15:30:00,1,971,97112,2,4,1,3,N9,"158,870,250,000","-613,153,650,000",2.021E+11,188 326,A01,2,1,0,2,0,1,5,NULL,2.021E+11,249 486,188 326,A01,1,1,3,1,1959,1,0,-1,-1,0,0,-1,2.021E+11,2,9,0,N,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,19,11,2021,13:15:00,1,14,14488,2,3,1,3,D84,"492,801,590,000"," -0,2517580000",2.021E+11,188 296,B01,2,1,0,2,3,16,5,NULL,2.021E+11,249 448,188 295,A01,1,1,1,2,1980,0,1,-1,-1,0,0,-1,2.021E+11,3,84,-1,NULL,2,2,0,1,-1,-1,1,NULL,4,1,0,1,50
2.021E+11,19,11,2021,13:15:00,1,14,14488,2,3,1,3,D84,"492,801,590,000"," -0,2517580000",2.021E+11,188 296,B01,2,1,0,2,3,16,5,NULL,2.021E+11,249 449,188 296,B01,1,1,3,1,2006,5,0,-1,-1,0,0,-1,2.021E+11,3,84,-1,NULL,2,2,0,1,-1,-1,1,NULL,4,1,0,1,50
2.021E+11,18,11,2021,16:00:00,1,22,22081,2,1,1,7,Rue de la Mare Noire,"484,851,970,000","-26,402,000,000",2.021E+11,188 292,A01,0,1,6,0,1,1,5,NULL,2.021E+11,249 445,188 292,A01,1,1,3,1,1947,5,2,-1,-1,0,0,-1,2.021E+11,4,NULL,-1,NULL,-1,2,0,1,-1,-1,1,NULL,4,1,0,1,50
2.021E+11,16,11,2021,15:25:00,1,76,76351,2,1,1,3,REPUBLIQUE (COURS DE LA),"494,923,600,000","0,1238550000",2.021E+11,188 181,B01,3,1,0,2,1,1,5,NULL,2.021E+11,249 301,188 180,A01,1,1,1,2,1996,5,1,-1,-1,-1,-1,-1,2.021E+11,4,REPUBLIQUE (COURS DE LA),0,NULL,3,4,1,1,0,0,1,NULL,-1,1,0,5,50
2.021E+11,16,11,2021,15:25:00,1,76,76351,2,1,1,3,REPUBLIQUE (COURS DE LA),"494,923,600,000","0,1238550000",2.021E+11,188 181,B01,3,1,0,2,1,1,5,NULL,2.021E+11,249 302,188 181,B01,1,1,4,1,1981,1,2,-1,-1,-1,-1,-1,2.021E+11,4,REPUBLIQUE (COURS DE LA),0,NULL,3,4,1,1,0,0,1,NULL,-1,1,0,5,50
2.021E+11,18,11,2021,02:35:00,4,38,38185,2,2,2,3,COURS JEAN JAURÈS,"451,911,200,000","57,202,000,000",2.021E+11,188 127,B01,3,1,0,2,1,1,5,NULL,2.021E+11,249 232,188 126,A01,1,1,1,1,1984,0,1,0,-1,-1,-1,-1,2.021E+11,7,COURS JEAN JAURÈS,0,NULL,2,3,1,1,-1,-1,1,NULL,-1,2,5,1,30
2.021E+11,18,11,2021,02:35:00,4,38,38185,2,2,2,3,COURS JEAN JAURÈS,"451,911,200,000","57,202,000,000",2.021E+11,188 127,B01,3,1,0,2,1,1,5,NULL,2.021E+11,249 233,188 127,B01,1,1,4,1,1996,0,8,0,-1,-1,-1,-1,2.021E+11,7,COURS JEAN JAURÈS,0,NULL,2,3,1,1,-1,-1,1,NULL,-1,2,5,1,30
2.021E+11,17,11,2021,18:00:00,3,35,35024,1,6,1,6,BETTON (ROND POINT DE),"481,630,900,000","-16,754,800,000",2.021E+11,188 124,A01,1,1,0,2,8,26,5,NULL,2.021E+11,249 229,188 123,Z01,1,1,1,-1,NULL,-1,-1,-1,-1,-1,-1,-1,2.021E+11,7,BETTON (ROND POINT DE),0,NULL,1,1,2,2,8,200,1,NULL,-1,1,0,5,50
2.021E+11,17,11,2021,18:00:00,3,35,35024,1,6,1,6,BETTON (ROND POINT DE),"481,630,900,000","-16,754,800,000",2.021E+11,188 124,A01,1,1,0,2,8,26,5,NULL,2.021E+11,249 230,188 124,A01,1,1,4,1,1991,1,8,0,-1,-1,-1,-1,2.021E+11,7,BETTON (ROND POINT DE),0,NULL,1,1,2,2,8,200,1,NULL,-1,1,0,5,50
2.021E+11,17,11,2021,07:45:00,2,33,33069,2,6,1,3,Avenue de Tivoli,"448,685,800,000"," -0,5970800000",2.021E+11,188 116,B01,2,1,0,2,1,0,5,NULL,2.021E+11,249 219,188 115,A01,1,1,1,1,1963,1,1,-1,-1,-1,-1,-1,2.021E+11,4,AVE DE TIVOLI,0,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,17,11,2021,07:45:00,2,33,33069,2,6,1,3,Avenue de Tivoli,"448,685,800,000"," -0,5970800000",2.021E+11,188 116,B01,2,1,0,2,1,0,5,NULL,2.021E+11,249 220,188 116,B01,1,1,4,2,2003,2,0,-1,-1,-1,-1,-1,2.021E+11,4,AVE DE TIVOLI,0,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,17,11,2021,12:26:00,1,17,17300,2,1,8,6,ROMPSAY   AVENUE DE,"461,612,700,000","-11,322,900,000",2.021E+11,188 098,B01,3,1,1,0,1,1,5,NULL,2.021E+11,249 196,188 098,B01,1,1,4,2,1998,2,8,0,-1,-1,-1,-1,2.021E+11,4,ROMPSAY   AVENUE DE,0,NULL,2,2,0,1,-1,-1,3,NULL,-1,1,0,1,50
2.021E+11,17,11,2021,12:26:00,1,17,17300,2,1,8,6,ROMPSAY   AVENUE DE,"461,612,700,000","-11,322,900,000",2.021E+11,188 098,B01,3,1,1,0,1,1,5,NULL,2.021E+11,249 197,188 099,A01,1,1,1,1,1994,4,8,0,-1,-1,-1,-1,2.021E+11,4,ROMPSAY   AVENUE DE,0,NULL,2,2,0,1,-1,-1,3,NULL,-1,1,0,1,50
2.021E+11,16,11,2021,06:20:00,5,10,10387,2,1,2,7,NOES (RUE DES),"482,989,300,000","40,549,600,000",2.021E+11,188 085,A01,3,1,0,0,1,1,5,NULL,2.021E+11,249 178,188 085,A01,1,1,4,1,1970,1,2,0,-1,-1,-1,-1,2.021E+11,4,NOES (RUE DES),0,NULL,2,2,0,1,0,0,1,NULL,-1,2,0,1,50
2.021E+11,16,11,2021,10:05:00,1,75,75115,2,1,1,7,BOULEVARD VICTOR,"488,330,830,000","22,874,270,000",2.021E+11,188 063,A01,2,1,0,2,7,21,5,NULL,2.021E+11,249 151,188 063,A01,1,1,4,1,1948,5,2,0,-1,0,0,-1,2.021E+11,4,BOULEVARD VICTOR,0,NULL,3,3,1,1,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,17,11,2021,14:00:00,1,75,75111,2,1,1,1,RUE OBERKAMPF,"488,630,930,000","23,684,950,000",2.021E+11,188 050,A01,2,1,0,2,1,5,5,NULL,2.021E+11,249 134,188 049,B01,1,1,4,1,1964,9,2,0,-1,0,0,-1,2.021E+11,4,RUE OBERKAMPF,0,NULL,1,1,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,17,11,2021,14:00:00,1,75,75111,2,1,1,1,RUE OBERKAMPF,"488,630,930,000","23,684,950,000",2.021E+11,188 050,A01,2,1,0,2,1,5,5,NULL,2.021E+11,249 135,188 050,A01,1,1,1,2,1988,9,2,0,-1,0,0,-1,2.021E+11,4,RUE OBERKAMPF,0,NULL,1,1,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,17,11,2021,14:00:00,1,75,75111,2,1,1,1,RUE OBERKAMPF,"488,630,930,000","23,684,950,000",2.021E+11,188 050,A01,2,1,0,2,1,5,5,NULL,2.021E+11,249 136,188 050,A01,2,2,4,1,2017,9,3,0,-1,0,0,-1,2.021E+11,4,RUE OBERKAMPF,0,NULL,1,1,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,17,11,2021,08:20:00,1,93,93032,2,2,8,3,JOFFRES (AVENUE),"488,893,300,000","25,215,300,000",2.021E+11,188 027,B01,1,1,0,2,7,1,5,NULL,2.021E+11,249 104,188 026,A01,1,1,1,1,1978,2,1,8,-1,-1,-1,-1,2.021E+11,4,JOFFRES (AVENUE),0,NULL,2,2,0,1,1,0,1,NULL,-1,1,0,1,50
2.021E+11,17,11,2021,08:20:00,1,93,93032,2,2,8,3,JOFFRES (AVENUE),"488,893,300,000","25,215,300,000",2.021E+11,188 027,B01,1,1,0,2,7,1,5,NULL,2.021E+11,249 105,188 027,B01,1,1,4,1,1992,1,8,0,-1,-1,-1,-1,2.021E+11,4,JOFFRES (AVENUE),0,NULL,2,2,0,1,1,0,1,NULL,-1,1,0,1,50
2.021E+11,17,11,2021,09:30:00,1,92,92024,2,1,1,3,MADAME DE SANZILLON (RUE),"489,037,080,761","23,191,991,491",2.021E+11,188 011,B01,1,1,1,0,1,1,5,NULL,2.021E+11,249 085,188 010,A01,1,1,1,1,1975,1,1,0,-1,-1,-1,-1,2.021E+11,4,MADAME DE SANZILLON (RUE),0,NULL,2,2,0,1,0,0,1,NULL,-1,2,9,1,50
2.021E+11,17,11,2021,09:30:00,1,92,92024,2,1,1,3,MADAME DE SANZILLON (RUE),"489,037,080,761","23,191,991,491",2.021E+11,188 011,B01,1,1,1,0,1,1,5,NULL,2.021E+11,249 086,188 011,B01,1,1,4,1,1986,1,2,0,-1,-1,-1,-1,2.021E+11,4,MADAME DE SANZILLON (RUE),0,NULL,2,2,0,1,0,0,1,NULL,-1,2,9,1,50
2.021E+11,11,10,2021,14:40:00,1,88,88516,1,1,1,7,D165,"481,925,730,000","59,268,500,000",2.021E+11,187 970,A01,2,1,0,0,0,1,5,NULL,2.021E+11,249 036,187 970,A01,1,1,2,1,1950,5,2,-1,-1,0,0,-1,2.021E+11,3,165,0,D,3,4,0,4,9,100,1,NULL,-1,1,0,3,-1
2.021E+11,17,11,2021,14:40:00,1,81,81225,1,1,1,3,D988,"439,192,720,000","19,646,220,000",2.021E+11,187 945,B01,1,1,0,2,1,11,5,NULL,2.021E+11,249 005,187 944,A01,1,1,1,1,1977,4,1,-1,-1,0,0,-1,2.021E+11,3,988,0,D,-1,2,0,1,50,733,1,NULL,-1,1,0,1,70
2.021E+11,17,11,2021,14:40:00,1,81,81225,1,1,1,3,D988,"439,192,720,000","19,646,220,000",2.021E+11,187 945,B01,1,1,0,2,1,11,5,NULL,2.021E+11,249 006,187 945,B01,1,1,4,2,2000,9,0,-1,-1,0,0,-1,2.021E+11,3,988,0,D,-1,2,0,1,50,733,1,NULL,-1,1,0,1,70
2.021E+11,16,11,2021,06:35:00,1,974,97416,1,3,1,3,ANCIENNE RN 1,"-213,139,508,176","554,398,155,208",2.021E+11,187 904,B01,2,1,0,2,6,1,5,NULL,2.021E+11,248 959,187 904,B01,1,1,4,2,1970,0,1,0,-1,-1,-1,-1,2.021E+11,4,ANCIENNE RN 1,0,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,16,11,2021,06:35:00,1,974,97416,1,3,1,3,ANCIENNE RN 1,"-213,139,508,176","554,398,155,208",2.021E+11,187 904,B01,2,1,0,2,6,1,5,NULL,2.021E+11,248 960,187 905,A01,1,1,1,1,1963,9,1,0,-1,-1,-1,-1,2.021E+11,4,ANCIENNE RN 1,0,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,11,11,2021,08:40:00,1,83,83129,2,6,1,3,NULL,"430,934,000,000","58,446,000,000",2.021E+11,187 865,A01,2,1,0,2,2,15,5,NULL,2.021E+11,248 907,187 865,A01,1,1,3,2,1959,5,8,0,-1,-1,-1,-1,2.021E+11,7,CLAUDE POMPIDOU,0,NULL,3,1,0,1,22,380,1,NULL,-1,2,0,1,50
2.021E+11,11,11,2021,08:40:00,1,83,83129,2,6,1,3,NULL,"430,934,000,000","58,446,000,000",2.021E+11,187 865,A01,2,1,0,2,2,15,5,NULL,2.021E+11,248 908,187 866,B01,1,1,1,1,1959,5,1,-1,-1,-1,-1,-1,2.021E+11,7,CLAUDE POMPIDOU,0,NULL,3,1,0,1,22,380,1,NULL,-1,2,0,1,50
2.021E+11,15,11,2021,09:50:00,1,78,78029,2,6,8,3,AVENUE DE L'UNION,"489,614,550,000","18,579,590,000",2.021E+11,187 851,B01,1,1,0,2,0,5,-1,NULL,2.021E+11,248 888,187 851,B01,1,1,4,2,1940,0,0,-1,-1,0,0,-1,2.021E+11,3,AVENUE DE L'UNION,0,NULL,1,2,0,1,39,956,1,NULL,-1,1,0,1,10
2.021E+11,15,11,2021,09:50:00,1,78,78029,2,6,8,3,AVENUE DE L'UNION,"489,614,550,000","18,579,590,000",2.021E+11,187 851,B01,1,1,0,2,0,5,-1,NULL,2.021E+11,248 889,187 852,A01,1,1,1,2,1974,0,1,0,-1,-1,-1,-1,2.021E+11,3,AVENUE DE L'UNION,0,NULL,1,2,0,1,39,956,1,NULL,-1,1,0,1,10
2.021E+11,15,11,2021,21:00:00,5,76,76540,2,2,1,1,MARNE. BOULEVARD DE LA,"494,471,700,000","10,935,700,000",2.021E+11,187 845,A01,2,1,0,2,5,15,5,NULL,2.021E+11,248 881,187 845,A01,1,1,3,1,1980,5,2,-1,-1,-1,-1,-1,2.021E+11,7,MARNE. BOULEVARD DE LA,0,NULL,2,6,3,3,22,900,1,NULL,-1,1,-1,1,50
2.021E+11,15,11,2021,21:00:00,5,76,76540,2,2,1,1,MARNE. BOULEVARD DE LA,"494,471,700,000","10,935,700,000",2.021E+11,187 845,A01,2,1,0,2,5,15,5,NULL,2.021E+11,248 882,187 846,B01,1,1,1,1,2000,1,1,-1,-1,-1,-1,-1,2.021E+11,7,MARNE. BOULEVARD DE LA,0,NULL,2,6,3,3,22,900,1,NULL,-1,1,-1,1,50
2.021E+11,15,11,2021,09:30:00,1,56,56121,2,6,1,3,BOLLARDIERE (RUE  GENERAL DE ),"477,526,700,000","-33,913,000,000",2.021E+11,187 807,B01,1,1,0,2,7,1,5,NULL,2.021E+11,248 831,187 806,A01,1,1,1,1,1959,5,1,8,-1,-1,-1,-1,2.021E+11,4,BOLLARDIERE (RUE  GENERAL DE ),0,NULL,1,1,0,4,-1,-1,1,NULL,-1,1,5,1,30
2.021E+11,15,11,2021,09:30:00,1,56,56121,2,6,1,3,BOLLARDIERE (RUE  GENERAL DE ),"477,526,700,000","-33,913,000,000",2.021E+11,187 807,B01,1,1,0,2,7,1,5,NULL,2.021E+11,248 832,187 807,B01,1,1,4,1,1992,1,2,8,-1,-1,-1,-1,2.021E+11,4,BOLLARDIERE (RUE  GENERAL DE ),0,NULL,1,1,0,4,-1,-1,1,NULL,-1,1,5,1,30
2.021E+11,11,11,2021,01:12:00,3,54,54395,2,1,1,7,KRUG (RUE ALFRED),"486,798,900,000","62,008,000,000",2.021E+11,187 803,A01,3,1,0,0,0,0,5,NULL,2.021E+11,248 828,187 803,A01,1,1,2,1,1979,0,8,8,-1,0,0,-1,2.021E+11,4,KRUG (RUE ALFRED),0,NULL,2,1,1,1,-1,-1,1,NULL,-1,1,0,5,-1
2.021E+11,16,11,2021,17:20:00,2,35,35238,2,1,1,3,LECLERC (AVENUE DU GENERAL),"481,146,900,000","-16,564,000,000",2.021E+11,187 780,B01,0,1,0,9,1,0,5,NULL,2.021E+11,248 793,187 779,A01,2,2,1,1,2001,0,1,0,-1,-1,-1,-1,2.021E+11,4,LECLERC (AVENUE DU GENERAL),0,NULL,-1,1,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,16,11,2021,17:20:00,2,35,35238,2,1,1,3,LECLERC (AVENUE DU GENERAL),"481,146,900,000","-16,564,000,000",2.021E+11,187 780,B01,0,1,0,9,1,0,5,NULL,2.021E+11,248 794,187 779,A01,1,1,1,2,2000,0,1,0,-1,-1,-1,-1,2.021E+11,4,LECLERC (AVENUE DU GENERAL),0,NULL,-1,1,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,16,11,2021,17:20:00,2,35,35238,2,1,1,3,LECLERC (AVENUE DU GENERAL),"481,146,900,000","-16,564,000,000",2.021E+11,187 780,B01,0,1,0,9,1,0,5,NULL,2.021E+11,248 795,187 780,B01,1,1,4,2,1994,1,2,0,-1,-1,-1,-1,2.021E+11,4,LECLERC (AVENUE DU GENERAL),0,NULL,-1,1,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,16,11,2021,17:15:00,1,35,35238,2,9,1,3,CHATEAUGIRON (DE),"480,978,880,000","-16,430,970,000",2.021E+11,187 778,B01,2,1,0,2,8,1,0,NULL,2.021E+11,248 791,187 777,A01,1,1,1,2,2000,0,1,8,-1,-1,-1,-1,2.021E+11,4,CHATEAUGIRON (DE),0,NULL,2,6,1,1,-1,-1,1,NULL,-1,1,0,4,50
2.021E+11,16,11,2021,17:15:00,1,35,35238,2,9,1,3,CHATEAUGIRON (DE),"480,978,880,000","-16,430,970,000",2.021E+11,187 778,B01,2,1,0,2,8,1,0,NULL,2.021E+11,248 792,187 778,B01,1,1,4,2,1997,5,8,0,-1,-1,-1,-1,2.021E+11,4,CHATEAUGIRON (DE),0,NULL,2,6,1,1,-1,-1,1,NULL,-1,1,0,4,50
2.021E+11,15,11,2021,10:55:00,1,33,33318,2,3,1,3,Avenue Roger Chaumet,"447,975,000,000"," -0,6415700000",2.021E+11,187 772,A01,1,1,0,2,4,1,5,NULL,2.021E+11,248 784,187 771,B01,1,1,1,1,1944,5,1,-1,-1,-1,-1,-1,2.021E+11,4,AVE ROGER CHAUMET,0,NULL,2,2,2,1,-1,-1,2,NULL,-1,1,0,1,50
2.021E+11,15,11,2021,10:55:00,1,33,33318,2,3,1,3,Avenue Roger Chaumet,"447,975,000,000"," -0,6415700000",2.021E+11,187 772,A01,1,1,0,2,4,1,5,NULL,2.021E+11,248 785,187 772,A01,1,1,4,2,1968,9,2,-1,-1,-1,-1,-1,2.021E+11,4,AVE ROGER CHAUMET,0,NULL,2,2,2,1,-1,-1,2,NULL,-1,1,0,1,50
2.021E+11,15,11,2021,12:40:00,1,10,10362,1,9,2,3,ROCADE OUEST (RD 610),"483,024,800,000","40,282,600,000",2.021E+11,187 725,B01,1,1,0,2,0,0,0,NULL,2.021E+11,248 727,187 725,B01,1,1,4,1,1990,4,2,0,0,0,0,-1,2.021E+11,3,ROCADE OUEST (RD 610),0,NULL,1,2,0,1,0,0,3,NULL,-1,2,5,1,50
2.021E+11,15,11,2021,12:40:00,1,10,10362,1,9,2,3,ROCADE OUEST (RD 610),"483,024,800,000","40,282,600,000",2.021E+11,187 725,B01,1,1,0,2,0,0,0,NULL,2.021E+11,248 728,187 726,A01,1,1,1,2,1990,0,1,0,0,0,0,-1,2.021E+11,3,ROCADE OUEST (RD 610),0,NULL,1,2,0,1,0,0,3,NULL,-1,2,5,1,50
