Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,Num_Acc,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc,Num_Acc,id_vehicule,num_veh,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp,Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
202000005007,4,3,2020,09:00:00,1,75,75116,2,2,1,3,"BOULEVARD SUCHET","48,8573510","2,2646690",202000005007,154 733 450,A01,1,1,0,2,6,13,5,NULL,202000005007,154 733 450,A01,1,1,4,2,1963,9,8,0,-1,0,0,-1,202000005007,4,NULL,0,NULL,2,6,1,1,0,0,1,NULL," -1",1,0,5,50
202000005007,4,3,2020,09:00:00,1,75,75116,2,2,1,3,"BOULEVARD SUCHET","48,8573510","2,2646690",202000005007,154 733 451,B01,1,1,0,2,2,17,5,NULL,202000005007,154 733 451,B01,1,1,1,1,1982,9,8,0,-1,0,0,-1,202000005007,4,NULL,0,NULL,2,6,1,1,0,0,1,NULL," -1",1,0,5,50
202000005007,4,3,2020,09:00:00,1,75,75116,2,2,1,3,"BOULEVARD SUCHET","48,8573510","2,2646690",202000005007,154 733 450,A01,1,1,0,2,6,13,5,NULL,202000005007,154 733 451,B01,1,1,1,1,1982,9,8,0,-1,0,0,-1,202000005007,4,NULL,0,NULL,2,6,1,1,0,0,1,NULL," -1",1,0,5,50
202000005010,4,3,2020,09:50:00,1,75,75115,2,2,1,3,"PORTE DE SEVRES","48,8336510","2,2764530",202000005010,154 733 445,B01,1,1,0,2,1,1,5,NULL,202000005010,154 733 445,B01,1,1,4,2,1991,1,2,0,-1,0,0,-1,202000005010,4,NULL,0,NULL,1,2,0,1,0,0,1,NULL," -1",1,5,1,50
202000005010,4,3,2020,09:50:00,1,75,75115,2,2,1,3,"PORTE DE SEVRES","48,8336510","2,2764530",202000005010,154 733 445,B01,1,1,0,2,1,1,5,NULL,202000005010,154 733 446,A01,1,1,1,2,1963,1,1,8,-1,0,0,-1,202000005010,4,NULL,0,NULL,1,2,0,1,0,0,1,NULL," -1",1,5,1,50
202000005013,4,3,2020,19:00:00,5,75,75111,2,3,2,3,"BOULEVARD VOLTAIRE","48,8606830","2,3753000",202000005013,154 733 440,A01,2,1,0,2,1,1,5,NULL,202000005013,154 733 439,B01,1,1,1,1,1991,1,2,6,-1,0,0,-1,202000005013,4,NULL,0,NULL,2,2,1,1,0,0,1,NULL," -1",2,0,5,50
202000005013,4,3,2020,19:00:00,5,75,75111,2,3,2,3,"BOULEVARD VOLTAIRE","48,8606830","2,3753000",202000005013,154 733 440,A01,2,1,0,2,1,1,5,NULL,202000005013,154 733 440,A01,1,1,4,1,1996,9,8,0,-1,0,0,-1,202000005013,4,NULL,0,NULL,2,2,1,1,0,0,1,NULL," -1",2,0,5,50
202000005046,4,3,2020,07:00:00,3,31,31341,1,1,2,2,"Route des Platanes","43,7182310","1,3058760",202000005046,154 733 386,B01,1,1,0,0,4,2,5,NULL,202000005046,154 733 386,B01,1,1,3,1,1971,1,0,-1,-1,0,0,-1,202000005046,3,87,-1,A,2,2,0,1,5,1147,1,NULL,5,2,0,1,80
202000005046,4,3,2020,07:00:00,3,31,31341,1,1,2,2,"Route des Platanes","43,7182310","1,3058760",202000005046,154 733 386,B01,1,1,0,0,4,2,5,NULL,202000005046,154 733 387,A01,1,1,1,1,1974,1,1,-1,-1,0,0,-1,202000005046,3,87,-1,A,2,2,0,1,5,1147,1,NULL,5,2,0,1,80
202000005055,5,3,2020,06:20:00,5,08,08067,2,1,2,2,"74 Route Nationale","49,6256470","5,1783520",202000005055,154 733 369,A01,1,1,0,0,4,2,5,NULL,202000005055,154 733 368,B01,1,1,1,1,1967,4,1,-1,-1,0,0,-1,202000005055,3,D8043,-1,NULL,2,2,0,1,(1),(1),1,NULL," -1",2,0,1,50
202000005055,5,3,2020,06:20:00,5,08,08067,2,1,2,2,"74 Route Nationale","49,6256470","5,1783520",202000005055,154 733 369,A01,1,1,0,0,4,2,5,NULL,202000005055,154 733 369,A01,1,1,3,1,1960,4,0,-1,-1,0,0,-1,202000005055,3,D8043,-1,NULL,2,2,0,1,(1),(1),1,NULL," -1",2,0,1,50
202000005059,5,3,2020,00:30:00,3,971,97103,2,1,1,2,"Boulevard des Armees la Jaille","16,2541790"," -61,5661920",202000005059,154 733 362,A01,1,1,0,2,4,2,5,NULL,202000005059,154 733 361,B01,1,1,1,1,1978,5,1,-1,-1,0,0,-1,202000005059,2,1,0,R,3,4,0,1,(1),(1),1,NULL," -1",1,0,1,90
202000005059,5,3,2020,00:30:00,3,971,97103,2,1,1,2,"Boulevard des Armees la Jaille","16,2541790"," -61,5661920",202000005059,154 733 362,A01,1,1,0,2,4,2,5,NULL,202000005059,154 733 362,A01,1,1,2,1,1998,9,0,-1,-1,0,0,-1,202000005059,2,1,0,R,3,4,0,1,(1),(1),1,NULL," -1",1,0,1,90
202000005102,3,3,2020,11:00:00,1,69,69387,2,1,1,2,"REPOS (DU)                          (R )","45,7480584","4,8473271",202000005102,154 733 283,B01,1,1,0,2,0,0,0,NULL,202000005102,154 733 283,B01,1,1,4,1,1942,0,2,0,-1,-1," -1",-1,202000005102,4,"REPOS (DU)                          (R )",0,NULL,1,1,0,1,0,0,1,NULL," -1",1,0,1,30
202000005128,28,2,2020,08:56:00,1,80,80021,2,1,1,3,"PINCEAU (RUE DU)","49,8870600","2,3161600",202000005128,154 733 240,A01,0,1,0,2,1,19,5,NULL,202000005128,154 733 239,B01,1,1,1,2,1987,0,1,0,-1,0,0,-1,202000005128,4,"PINCEAU (RUE DU)",0,NULL,1,1,0,2,0,0,1,NULL," -1",1,0,1,50
202000005128,28,2,2020,08:56:00,1,80,80021,2,1,1,3,"PINCEAU (RUE DU)","49,8870600","2,3161600",202000005128,154 733 240,A01,0,1,0,2,1,19,5,NULL,202000005128,154 733 240,A01,1,1,4,1,1992,0,8,0,-1,0,0,-1,202000005128,4,"PINCEAU (RUE DU)",0,NULL,1,1,0,2,0,0,1,NULL," -1",1,0,1,50
202000005129,2,3,2020,04:30:00,5,79,79300,2,3,3,3,"Avenue Emile Zola","46,9991460"," -0,2062500",202000005129,154 733 237,A01,1,1,0,2,0,9,5,NULL,202000005129,154 733 237,A01,1,1,3,1,1996,1,0,-1,-1,-1," -1",-1,202000005129,3,938,0,E,2,3,1,1,2,603,1,NULL,11,2,5,1,50
202000005129,2,3,2020,04:30:00,5,79,79300,2,3,3,3,"Avenue Emile Zola","46,9991460"," -0,2062500",202000005129,154 733 237,A01,1,1,0,2,0,9,5,NULL,202000005129,154 733 238,B01,1,1,1,1,1963,4,1,-1,-1,-1," -1",-1,202000005129,3,938,0,E,2,3,1,1,2,603,1,NULL,11,2,5,1,50
202000005144,27,1,2020,12:15:00,1,68,68376,2,1,1,3,"REPUBLIQUE (ESPACE DE LA )","47,8055300","7,3359000",202000005144,154 733 205,A01,3,1,0,2,8,1,5,NULL,202000005144,154 733 205,A01,1,1,4,1,1970,0,2,0,-1,-1," -1",-1,202000005144,4,"REPUBLIQUE (ESPACE DE LA )",0,NULL,1,1,0,1,0,0,1,NULL," -1",1,9,8,30
202000005144,27,1,2020,12:15:00,1,68,68376,2,1,1,3,"REPUBLIQUE (ESPACE DE LA )","47,8055300","7,3359000",202000005144,154 733 205,A01,3,1,0,2,8,1,5,NULL,202000005144,154 733 206,B01,1,1,1,2,1986,1,1,8,-1,-1," -1",-1,202000005144,4,"REPUBLIQUE (ESPACE DE LA )",0,NULL,1,1,0,1,0,0,1,NULL," -1",1,9,8,30
202000005145,28,2,2020,10:15:00,1,67,67482,2,1,1,6,"ROME (RUE DE)","48,5773269","7,7660777",202000005145,154 733 203,A01,1,1,0,1,1,1,5,NULL,202000005145,154 733 203,A01,10,3,3,1,1948,9,0,-1,-1,2,3,1,202000005145,4,6,0,NULL,2,4,1,1,0,0,1,NULL," -1",1,0,1,50
202000005145,28,2,2020,10:15:00,1,67,67482,2,1,1,6,"ROME (RUE DE)","48,5773269","7,7660777",202000005145,154 733 203,A01,1,1,0,1,1,1,5,NULL,202000005145,154 733 203,A01,1,1,4,1,1988,1,8,0,-1,-1,0,-1,202000005145,4,6,0,NULL,2,4,1,1,0,0,1,NULL," -1",1,0,1,50
202000005158,7,2,2020,10:30:00,1,59,59457,2,7,1,3,"DE GAULLE PLACE DU GENERAL","50,6683400","2,9732200",202000005158,154 733 180,B01,2,1,0,2,0,2,6,NULL,202000005158,154 733 180,B01,1,1,4,1,1972,0,8,0,-1,-1," -1",-1,202000005158,7,654,0,NULL,2,2,0,1,9,0,2,NULL,5,1,0,1,50
202000005158,7,2,2020,10:30:00,1,59,59457,2,7,1,3,"DE GAULLE PLACE DU GENERAL","50,6683400","2,9732200",202000005158,154 733 180,B01,2,1,0,2,0,2,6,NULL,202000005158,154 733 181,A01,1,1,1,1,1994,0,1,0,-1,-1," -1",-1,202000005158,7,654,0,NULL,2,2,0,1,9,0,2,NULL,5,1,0,1,50
202000005164,2,3,2020,07:35:00,2,50,50129,1,1,2,3,"FERRY (RUE JULES)","49,6129600"," -1,6505100",202000005164,154 733 170,B01,2,1,0,2,8,1,5,NULL,202000005164,154 733 170,B01,1,1,4,1,1991,1,8,4,-1,0,0,-1,202000005164,3,D900,0,NULL,2,2,0,1,84,705,1,NULL," -1",2,0,1,80
202000005168,29,2,2020,18:40:00,2,49,49007,2,1,6,3,CHAPTAL,"47,4743000"," -0,5305700",202000005168,154 733 160,B01,1,1,0,2,0,0,5,NULL,202000005168,154 733 160,B01,1,1,4,2,2008,5,8,0,-1,-1," -1",-1,202000005168,4,CHAPTAL,0,NULL,2,2,0,1,0,0,1,NULL," -1",2,0,1,60
202000005168,29,2,2020,18:40:00,2,49,49007,2,1,6,3,CHAPTAL,"47,4743000"," -0,5305700",202000005168,154 733 160,B01,1,1,0,2,0,0,5,NULL,202000005168,154 733 161,A01,1,1,1,1,1963,0,1,8,-1,-1," -1",-1,202000005168,4,CHAPTAL,0,NULL,2,2,0,1,0,0,1,NULL," -1",2,0,1,60
202000005169,28,2,2020,19:10:00,5,49,49007,2,1,2,3,"PYRAMIDE ROUTE","47,4526500"," -0,5241600",202000005169,154 733 158,A01,1,1,0,2,9,0,5,NULL,202000005169,154 733 158,A01,1,1,4,2,1954,0,8,0,-1,-1,0,-1,202000005169,4,"PYRAMIDE ROUTE",0,NULL,2,2,0,1,0,0,1,NULL," -1",2,0,1,60
202000005169,28,2,2020,19:10:00,5,49,49007,2,1,2,3,"PYRAMIDE ROUTE","47,4526500"," -0,5241600",202000005169,154 733 158,A01,1,1,0,2,9,0,5,NULL,202000005169,154 733 159,B01,1,1,1,1,1997,0,1,8,-1,-1,0,-1,202000005169,4,"PYRAMIDE ROUTE",0,NULL,2,2,0,1,0,0,1,NULL," -1",2,0,1,60
202000005182,29,2,2020,13:30:00,1,39,39198,2,2,6,3,"Carrefour Bd Wilson / Av. de la Paix","47,0970490","5,4946950",202000005182,154 733 141,B01,2,1,0,2,1,19,5,NULL,202000005182,154 733 140,A01,1,1,1,2,1985,5,1,-1,-1,-1," -1",-1,202000005182,4,NULL,0,NULL,2,2,0,1,(1),(1),1,NULL," -1",1,5,1,50
202000005182,29,2,2020,13:30:00,1,39,39198,2,2,6,3,"Carrefour Bd Wilson / Av. de la Paix","47,0970490","5,4946950",202000005182,154 733 141,B01,2,1,0,2,1,19,5,NULL,202000005182,154 733 141,B01,1,1,3,1,2003,1,0,-1,-1,-1," -1",-1,202000005182,4,NULL,0,NULL,2,2,0,1,(1),(1),1,NULL," -1",1,5,1,50
202000005187,17,9,2020,06:05:00,5,69,69383,2,1,1,7,"VICTOR AUGAGNEUR                    (QU)","45,7598104","4,8410164",202000005187,154 733 131,A01,2,1,0,0,0,0,5,NULL,202000005187,154 733 131,A01,1,1,4,1,2004,0,8,0,-1,-1," -1",-1,202000005187,4,"VICTOR AUGAGNEUR                    (QU)",0,NULL,2,1,1,1,0,0,1,NULL," -1",1,6,5,15
202000005189,17,9,2020,18:30:00,1,69,69384,2,3,1,3,"HENON                               (R )","45,7795900","4,8235600",202000005189,154 733 127,B01,2,1,0,2,1,1,5,NULL,202000005189,154 733 127,B01,1,1,4,1,1968,1,2,4,-1,-1," -1",-1,202000005189,4,"HENON                               (R )",0,NULL,2,2,0,1,0,0,1,NULL," -1",1,0,1,50
202000005189,17,9,2020,18:30:00,1,69,69384,2,3,1,3,"HENON                               (R )","45,7795900","4,8235600",202000005189,154 733 127,B01,2,1,0,2,1,1,5,NULL,202000005189,154 733 128,A01,1,1,1,1,1957,4,1,0,-1,-1," -1",-1,202000005189,4,"HENON                               (R )",0,NULL,2,2,0,1,0,0,1,NULL," -1",1,0,1,50
202000005191,17,9,2020,10:00:00,1,69,69034,2,1,1,3,"Rue Coste","45,7887500","4,8349900",202000005191,154 733 124,B01,3,1,0,2,8,1,0,NULL,202000005191,154 733 123,A01,1,1,1,1,1991,4,8,0,-1,-1," -1",-1,202000005191,4,"COSTE                               (R )",0,NULL,2,2,0,1,(1),(1),1,NULL," -1",1,0,1,50
202000005191,17,9,2020,10:00:00,1,69,69034,2,1,1,3,"Rue Coste","45,7887500","4,8349900",202000005191,154 733 124,B01,3,1,0,2,8,1,0,NULL,202000005191,154 733 124,B01,1,1,4,1,1954,5,8,0,-1,-1," -1",-1,202000005191,4,"COSTE                               (R )",0,NULL,2,2,0,1,(1),(1),1,NULL," -1",1,0,1,50
202000005203,14,9,2020,13:40:00,1,80,80021,2,1,1,3,"JULES VALLES (AVENUE)","49,9156800","2,2472700",202000005203,154 733 099,B01,0,1,0,2,7,19,5,NULL,202000005203,154 733 099,B01,1,1,4,1,1991,5,8,0,-1,-1," -1",-1,202000005203,4,"JULES VALLES (AVENUE)",0,NULL,2,2,0,1,0,0,1,NULL," -1",1,0,1,50
202000005203,14,9,2020,13:40:00,1,80,80021,2,1,1,3,"JULES VALLES (AVENUE)","49,9156800","2,2472700",202000005203,154 733 099,B01,0,1,0,2,7,19,5,NULL,202000005203,154 733 100,A01,1,1,4,1,1986,5,1,0,-1,0,0,-1,202000005203,4,"JULES VALLES (AVENUE)",0,NULL,2,2,0,1,0,0,1,NULL," -1",1,0,1,50
202000005214,17,9,2020,07:50:00,1,66,66136,2,1,1,3,"PYRENEES (BOULEVARD DES)","42,6953500","2,8888200",202000005214,154 733 077,A01,0,1,0,2,1,19,5,NULL,202000005214,154 733 077,A01,1,1,4,1,2005,2,2,0,-1,-1," -1",-1,202000005214,4,"PYRENEES (BOULEVARD DES)",0,NULL,2,4,0,1,0,0,1,NULL," -1",1,0,1,50
202000005214,17,9,2020,07:50:00,1,66,66136,2,1,1,3,"PYRENEES (BOULEVARD DES)","42,6953500","2,8888200",202000005214,154 733 077,A01,0,1,0,2,1,19,5,NULL,202000005214,154 733 078,B01,1,1,1,1,1947,0,1,8,-1,-1," -1",-1,202000005214,4,"PYRENEES (BOULEVARD DES)",0,NULL,2,4,0,1,0,0,1,NULL," -1",1,0,1,50
202000005224,13,9,2020,09:50:00,1,44,44109,2,1,7,3,"Route de Carquefou","47,2661500"," -1,5138900",202000005224,154 733 060,B01,1,1,0,2,1,1,5,NULL,202000005224,154 733 060,B01,1,1,3,1,1936,0,8,0,-1,-1," -1",-1,202000005224,4,NULL,0,NULL,1,0,0,1,1,0,2,NULL," -1",1,0,1,50
202000005224,13,9,2020,09:50:00,1,44,44109,2,1,7,3,"Route de Carquefou","47,2661500"," -1,5138900",202000005224,154 733 060,B01,1,1,0,2,1,1,5,NULL,202000005224,154 733 061,A01,1,1,1,2,1946,0,1,0,-1,-1," -1",-1,202000005224,4,NULL,0,NULL,1,0,0,1,1,0,2,NULL," -1",1,0,1,50
202000005230,16,9,2020,17:10:00,1,28,28134,2,1,1,2,"ARC (BD JEANNE D')","48,7423800","1,3466500",202000005230,154 733 049,B01,3,1,0,2,0,1,5,NULL,202000005230,154 733 049,B01,1,1,4,1,2013,5,8,0,-1,0,0,-1,202000005230,7,"ARC (BD JEANNE D')",0,NULL,2,2,1,2,(1),(1),1,NULL," -1",1,0,5,30
202000005230,16,9,2020,17:10:00,1,28,28134,2,1,1,2,"ARC (BD JEANNE D')","48,7423800","1,3466500",202000005230,154 733 049,B01,3,1,0,2,0,1,5,NULL,202000005230,154 733 050,A01,1,1,1,2,1957,5,1,0,-1,-1," -1",-1,202000005230,7,"ARC (BD JEANNE D')",0,NULL,2,2,1,2,(1),(1),1,NULL," -1",1,0,5,30
202000005231,16,9,2020,20:45:00,3,27,27375,2,1,1,-1,"CHAMP DE VILLE (PLACE DU)","49,2097000","1,1631000",202000005231,154 733 047,B01,1,1,0,2,7,19,5,NULL,202000005231,154 733 047,B01,1,1,4,1,1983,0,8,0,-1,0,0,-1,202000005231,3,133,0,NULL,2,2,0,1,48,830,1,NULL," -1",1,0,1,50
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 040,F01,2,1,0,2,1,1,5,NULL,202000005235,154 733 035,A01,1,1,1,1,1949,3,1,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 039,E01,2,1,0,2,1,1,5,NULL,202000005235,154 733 035,A01,1,1,1,1,1949,3,1,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 038,D01,2,1,0,2,1,1,5,NULL,202000005235,154 733 035,A01,1,1,1,1,1949,3,1,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 037,C01,2,1,0,2,1,1,5,NULL,202000005235,154 733 035,A01,1,1,1,1,1949,3,1,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 036,B01,2,1,0,2,1,1,5,NULL,202000005235,154 733 035,A01,1,1,1,1,1949,3,1,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 040,F01,2,1,0,2,1,1,5,NULL,202000005235,154 733 036,B01,1,1,1,1,1954,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 039,E01,2,1,0,2,1,1,5,NULL,202000005235,154 733 036,B01,1,1,1,1,1954,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 038,D01,2,1,0,2,1,1,5,NULL,202000005235,154 733 036,B01,1,1,1,1,1954,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 037,C01,2,1,0,2,1,1,5,NULL,202000005235,154 733 036,B01,1,1,1,1,1954,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 036,B01,2,1,0,2,1,1,5,NULL,202000005235,154 733 036,B01,1,1,1,1,1954,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 040,F01,2,1,0,2,1,1,5,NULL,202000005235,154 733 037,C01,1,1,3,1,1942,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 039,E01,2,1,0,2,1,1,5,NULL,202000005235,154 733 037,C01,1,1,3,1,1942,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 038,D01,2,1,0,2,1,1,5,NULL,202000005235,154 733 037,C01,1,1,3,1,1942,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 037,C01,2,1,0,2,1,1,5,NULL,202000005235,154 733 037,C01,1,1,3,1,1942,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 036,B01,2,1,0,2,1,1,5,NULL,202000005235,154 733 037,C01,1,1,3,1,1942,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 040,F01,2,1,0,2,1,1,5,NULL,202000005235,154 733 038,D01,1,1,3,1,1950,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 039,E01,2,1,0,2,1,1,5,NULL,202000005235,154 733 038,D01,1,1,3,1,1950,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 038,D01,2,1,0,2,1,1,5,NULL,202000005235,154 733 038,D01,1,1,3,1,1950,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 037,C01,2,1,0,2,1,1,5,NULL,202000005235,154 733 038,D01,1,1,3,1,1950,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 036,B01,2,1,0,2,1,1,5,NULL,202000005235,154 733 038,D01,1,1,3,1,1950,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 040,F01,2,1,0,2,1,1,5,NULL,202000005235,154 733 039,E01,1,1,2,1,1946,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 039,E01,2,1,0,2,1,1,5,NULL,202000005235,154 733 039,E01,1,1,2,1,1946,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 038,D01,2,1,0,2,1,1,5,NULL,202000005235,154 733 039,E01,1,1,2,1,1946,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 037,C01,2,1,0,2,1,1,5,NULL,202000005235,154 733 039,E01,1,1,2,1,1946,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 036,B01,2,1,0,2,1,1,5,NULL,202000005235,154 733 039,E01,1,1,2,1,1946,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 040,F01,2,1,0,2,1,1,5,NULL,202000005235,154 733 040,F01,1,1,2,1,1949,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 039,E01,2,1,0,2,1,1,5,NULL,202000005235,154 733 040,F01,1,1,2,1,1949,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 038,D01,2,1,0,2,1,1,5,NULL,202000005235,154 733 040,F01,1,1,2,1,1949,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 037,C01,2,1,0,2,1,1,5,NULL,202000005235,154 733 040,F01,1,1,2,1,1949,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005235,15,9,2020,10:13:00,1,17,17274,1,1,1,4,D108,"46,1605700"," -1,0819500",202000005235,154 733 036,B01,2,1,0,2,1,1,5,NULL,202000005235,154 733 040,F01,1,1,2,1,1949,5,2,0,-1,-1," -1",-1,202000005235,3,D108,0,NULL,2,2,1,1,5,166,1,NULL," -1",1,0,1,80
202000005244,17,9,2020,13:45:00,1,12,12145,2,6,1,3,"DE GAULLE CHARLES (AVENUE)","44,1163200","3,0670200",202000005244,154 733 019,A01,2,1,0,2,1,17,5,NULL,202000005244,154 733 019,A01,1,1,4,1,1976,1,2,-1,-1,0,0,-1,202000005244,4,"DE GAULLE CHARLES (AVENUE)",0,NULL,2,2,0,2,(1),(1),1,NULL," -1",1,0,1,50
