Accident_Id,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,Num_Acc,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc,Num_Acc,id_usager,id_vehicule,num_veh,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp,Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma,
2.022E+11,4,5,2022,17:40:00,1,64,64445,2,4,1,3,HENRI FAISANS,"433,009,100,000"," -0,3596800000",2.022E+11,813 315,B01,1,1,0,2,2,1,5,NULL,2.022E+11,1 098 832,813 315,B01,1,1,4,1,1959,0,2,6,-1,-1,-1,-1,2.022E+11,4,HENRI FAISANS,0,NULL,2,2,0,1,0,0,2,NULL,-1,1,0,1,30,
2.022E+11,4,5,2022,17:40:00,1,64,64445,2,4,1,3,HENRI FAISANS,"433,009,100,000"," -0,3596800000",2.022E+11,813 315,B01,1,1,0,2,2,1,5,NULL,2.022E+11,1 098 833,813 316,A01,1,1,1,2,2002,0,1,8,-1,-1,-1,-1,2.022E+11,4,HENRI FAISANS,0,NULL,2,2,0,1,0,0,2,NULL,-1,1,0,1,30,
2.022E+11,21,4,2022,16:40:00,1,29,29019,2,3,1,3,Boulevard de l’Europe,"484,074,050,000","-45,222,590,000",2.022E+11,813 285,Y01,0,1,0,2,8,9,5,NULL,2.022E+11,1 098 791,813 285,Y01,1,1,4,1,1945,5,2,-1,-1,0,0,-1,2.022E+11,4,EUROPE (DE 201 A 215),0,NULL,-1,2,0,1,-1,-1,1,NULL,-1,1,-1,1,50,
2.022E+11,21,4,2022,16:40:00,1,29,29019,2,3,1,3,Boulevard de l’Europe,"484,074,050,000","-45,222,590,000",2.022E+11,813 285,Y01,0,1,0,2,8,9,5,NULL,2.022E+11,1 098 792,813 286,A01,1,1,1,1,1950,9,1,-1,-1,-1,-1,-1,2.022E+11,4,EUROPE (DE 201 A 215),0,NULL,-1,2,0,1,-1,-1,1,NULL,-1,1,-1,1,50,
2.022E+11,4,5,2022,08:25:00,1,17,17028,2,6,1,3,GRASSET   AVENUE EDMOND,"461,348,700,000","-11,204,700,000",2.022E+11,813 281,Z01,3,1,0,2,1,15,5,NULL,2.022E+11,1 098 786,813 281,Z01,1,1,4,1,1964,1,2,4,-1,-1,-1,-1,2.022E+11,4,LYSIACK   AVENUE DU COMMANDANT,0,NULL,2,4,2,1,-1,-1,2,NULL,-1,1,0,5,50,
2.022E+11,4,5,2022,08:25:00,1,17,17028,2,6,1,3,GRASSET   AVENUE EDMOND,"461,348,700,000","-11,204,700,000",2.022E+11,813 281,Z01,3,1,0,2,1,15,5,NULL,2.022E+11,1 098 787,813 282,A01,1,1,1,1,1992,1,1,0,-1,-1,-1,-1,2.022E+11,4,LYSIACK   AVENUE DU COMMANDANT,0,NULL,2,4,2,1,-1,-1,2,NULL,-1,1,0,5,50,
2.022E+11,29,4,2022,18:10:00,1,15,15014,2,1,1,6,DOUMER (AVENUE PAUL),"449,263,300,000","24,454,400,000",2.022E+11,813 280,A01,1,1,0,1,2,1,5,NULL,2.022E+11,1 098 784,813 280,A01,1,1,1,1,2006,5,8,0,-1,-1,-1,-1,2.022E+11,4,DOUMER (AVENUE PAUL),0,NULL,2,3,1,1,-1,-1,1,NULL,-1,1,9,5,30,
2.022E+11,29,4,2022,18:10:00,1,15,15014,2,1,1,6,DOUMER (AVENUE PAUL),"449,263,300,000","24,454,400,000",2.022E+11,813 280,A01,1,1,0,1,2,1,5,NULL,2.022E+11,1 098 785,813 280,A01,10,3,4,2,1948,5,0,-1,-1,5,9,1,2.022E+11,4,DOUMER (AVENUE PAUL),0,NULL,2,3,1,1,-1,-1,1,NULL,-1,1,9,5,30,
2.022E+11,4,5,2022,13:10:00,1,13,13206,2,2,1,2,GOUFFE (COURS),"432,854,500,000","53,898,500,000",2.022E+11,813 276,B01,2,1,0,2,1,1,5,NULL,2.022E+11,1 098 780,813 276,B01,1,1,3,1,2000,0,8,8,-1,-1,-1,-1,2.022E+11,4,GOUFFE (COURS),0,NULL,-1,2,0,2,0,0,1,NULL,-1,1,0,1,50,
2.022E+11,4,5,2022,13:10:00,1,13,13206,2,2,1,2,GOUFFE (COURS),"432,854,500,000","53,898,500,000",2.022E+11,813 276,B01,2,1,0,2,1,1,5,NULL,2.022E+11,1 098 781,813 277,Z01,1,1,1,-1,NULL,-1,-1,-1,-1,-1,-1,-1,2.022E+11,4,GOUFFE (COURS),0,NULL,-1,2,0,2,0,0,1,NULL,-1,1,0,1,50,
