Title,Publication Year,Image URL,Article Content,Article Description,female_mentions,male_mentions,representation
"Man, 92, dies after quad bike crash on Adelaide Hills property",2024,https://live-production.wcms.abc-cdn.net.au/e62b402c633f19f8e8bd31007efb5c45?impolicy=wcms_watermark_news&cropH=2813&cropW=5000&xPos=0&yPos=260&width=862&height=485&imformat=generic,"An elderly man has died following a quad bike crash on a private property in the Adelaide Hills.
SA Police and emergency services were called to Masons Road at Forest Range about 9pm on Friday with … [+645 chars]",Police say an elderly man has died following a quad bike crash on a private property at Forest Range last night.,0,4,male
The Dust-Up: Community Bike Shops are the Only Shops We Need – Morgan Taylor,2024,https://media.theradavist.com/uploads/2024/04/morgan-taylor-dust-up-community-bike-shops-1.jpg?w=1200&quality=75,"In today’s Dust-Up opinion column, Morgan makes a deep cut into the business and culture many readers of this site make a living in. Are traditional bike shops missing the mark? And if so, how can we… [+5467 chars]","In today's Dust-Up opinion column, Morgan makes a deep cut into the business and culture many readers of this site make a living in. Are traditional bike shops missing the mark? And if so, how can we do better? Back in 2006, a friend gave me a bike. It was a …",0,7,male
A National Bike Trail Network Is Slowly Growing,2024,https://www.planetizen.com/files/images/AdobeStock_693144330.jpeg,"In an article for the Associated Press, Jeff McMurray describes how new federal grants could help bike advocates and transportation departments around the country build more protected biking and walk… [+540 chars]","A National Bike Trail Network Is Slowly Growing
Diana Ionescu
Wed, 03/20/2024 - 07:00

 
 Primary Image

 

 


 
 Primary Image Caption

 Cyclist on the Colchester Causeway in Vermont.

 


 In an article for the Associated Press, Jeff McMurray describes…",0,3,male
FHWA Opens $45 Million in Bike and Pedestrian Grants,2024,https://www.planetizen.com/files/images/AdobeStock_524960583.jpeg,"Applications are now open for a $44.5 million round of Active Transportation Infrastructure Investment Program (ATIIP) grants from the Federal Highway Administration (FHWA), according to an article b… [+940 chars]","FHWA Opens $45 Million in Bike and Pedestrian Grants
Diana Ionescu
Wed, 03/27/2024 - 08:00

 
 Primary Image

 

 


 
 Primary Image Caption

 Jay Blanchard Park bike and walking trail in east Orlando, Florida.

 


 Applications are now open for a $44.5…",0,2,male
Norco Announces New Carbon Fluid VLT eMTB,2024,https://ep1.pinkbike.org/p4pb26353917/p4pb26353917.jpg,"In a year when many bike brands have slowed their pace, we continue to innovate and push the boundaries of bike design. Today, we're pleased to release the completely reimagined Carbon Fluid VLT E-MT… [+1643 chars]","The Fluid features a complete carbon frame, updated geometry and a Bosch motor.( Photos: 7 )",0,3,male
Forever Bike: Josh’s Custom Oddity Singlespeed With Ignite Components – Josh Weinberg,2024,https://media.theradavist.com/uploads/2024/03/Oddity-Cycles-Ignite-Components-15.jpg?w=1200&quality=75,"Nearly three years ago this week, Josh picked up a custom titanium singlespeed Oddity hardtail that was originally Burnsey‘s show bike for the 2021 Philly Bike Expo. It’s become his most-ridden bike … [+15314 chars]","Nearly three years ago this week, Josh picked up a custom titanium singlespeed Oddity hardtail that was originally Burnsey's show bike for the 2021 Philly Bike Expo. It's become his most-ridden bike and has been subject to plenty of component swaps over the y…",0,4,male
Tarform’s Electric Motorcycles Are Poetry In Motion,2024,https://cleantechnica.com/wp-content/uploads/2024/04/tarform-luna-800x479.png,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Tarform’s electric motorcycles are works of art even when standing still, but are pure poetry in motion on th… [+2204 chars]","Tarform’s electric motorcycles are works of art even when standing still, but are pure poetry in motion on the road. The company’s flagship model, the Luna, evokes café racer and scrambler vibes, but this premium bike also features a high tech electric drivet…",0,3,male
The Ryvid Anthem Is A Sleek & Sporty Electric Commuter Motorcycle,2024,https://cleantechnica.com/wp-content/uploads/2024/04/Ryvid_JL_0808-scaled.jpg,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
The Ryvid Anthem looks like a great zero emission city bike, whether it’s ridden for commuting, running erran… [+3896 chars]","The Ryvid Anthem looks like a great zero emission city bike, whether it’s ridden for commuting, running errands, or just plain fun. With a top speed of up to 84 mph, a range of up to 75 miles per charge, and a relatively quick charging time, the Anthem has a …",2,3,male
1979 Suzuki RM50 at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2023/09/1979_suzuki_rm50_img_9047-3-44822.jpg,"This 1979 Suzuki RM50 was acquired out of Alabama by the seller in May 2023, and refurbishment work performed within the last year is said to have included refinishing the bike in yellow with blue gr… [+1695 chars]","This 1979 Suzuki RM50 was acquired out of Alabama by the seller in May 2023, and refurbishment work performed within the last year is said to have included refinishing the bike in yellow with blue graphics as well as overhauling the 49cc two-stroke single and…",0,6,male
1961 BSA Spitfire Scrambler,2024,https://bringatrailer.com/wp-content/uploads/2024/03/1961_bsa_a10-spitfire-scrambler_bsa-1-23518.jpg,This 1961 BSA Spitfire Scrambler was refurbished under previous ownership and is powered by a replacement 646cc four-stroke parallel twin paired with a four-speed transmission. Finished in red with c… [+1742 chars],"This 1961 BSA Spitfire Scrambler was refurbished under previous ownership and is powered by a replacement 646cc four-stroke parallel twin paired with a four-speed transmission. Finished in red with chrome accents, the bike features a black vinyl seat, a steer…",2,6,male
Providence mayor will dismantle bike lanes in response to Washington Bridge traffic,2024,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/ir2m51dxF5qOevwqNug-0ApKVzI=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/SO6TN4BO4C4HOLNNEU4UISUGXM.jpg,"The removal of two-way bike path is part of a series of infrastructure changes Smiley announced in light of the bridge closure, which has had the ripple effect of causing gridlock on some city street… [+4042 chars]",The removal of the South Water Street bike path is one of several infrastructure changes slated to happen in light of the highway bridge closure. The mayor said a new bike lane would be added to the sidewalk.,0,3,male
Why towns with the space should jump at the chance to have mountain bike trails,2024,https://live-production.wcms.abc-cdn.net.au/833d055656be0639847fbb4a51248f58?impolicy=wcms_watermark_news&cropH=496&cropW=881&xPos=0&yPos=75&width=862&height=485&imformat=generic,"<ul><li>In short: Mountain biking numbers have more than doubled in six years, creating a demand for tracks in regional towns. </li><li>A lack of tracks in Port Lincoln means people have ridden illeg… [+5495 chars]","The number of mountain bike riders has doubled in six years, with regional councils urged to take action and make space for them to cash in on tourism opportunities.",0,3,male
Mollie King's cycle challenge raises £1.3m,2024,https://ichef.bbci.co.uk/news/1024/branded_news/EA2E/production/_133005995_gettyimages-2083819199.jpg,"BBC Radio 1 presenter Mollie King's Comic Relief cycling challenge has raised more than £1.3m for the charity.
The former Saturdays singer travelled 500km (311 miles) by bike from London to Hull, wh… [+1791 chars]",The Radio 1 presenter's final Comic Relief total for the five-day journey from London to Hull is revealed.,0,2,male
For anyone who's thinking,2024," … [+299 chars]""","A few of the comments that stood out to us yesterday:



 
 
 
 

 
 427 side oiler…besides powering this (and other 66/67 Fairlanes/Comets) to victories on the drag strip"," also powered Mario to a Daytona 500 victory in 67 (in a Fairlane) as well as the out…""",2,5,male
1986 Honda Z50R at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/04/1986_honda_z50r_dsc03634-21466.jpg,This 1986 Honda Z50R was refurbished before the selling dealer acquired it in 2024. Work involved refinishing the bike in red and replacing the fuel tank along with the blue vinyl solo seat and numbe… [+1559 chars],This 1986 Honda Z50R was refurbished before the selling dealer acquired it in 2024. Work involved refinishing the bike in red and replacing the fuel tank along with the blue vinyl solo seat and number plates. Power is provided by a 49cc four-stroke single tha…,2,4,male
Why is it so hard for bike-sharing companies to survive in Singapore?,2024,"https://onecms-res.cloudinary.com/image/upload/s--nCjjZ5i_--/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2024/03/22/sg_bike.jpg?itok=7PwyNKia","Any bike-sharing business model might have a better chance of coming to fruition if firms improved their marketing for a start, according to transport consultant Tham Chen Munn. 
He pointed out that… [+2166 chars]","With SG Bike's impending exit from the market, only two operators are left in Singapore - down from over five in the heyday of bike-sharing.",0,2,male
Ratcliffe calls for 'real action' on safety,2024,https://ichef.bbci.co.uk/news/1024/branded_sport/3979/production/_133131741_sirjimratcliffe.jpg,"Ineos Grenadiers owner Sir Jim Ratcliffe has called for real action"" to ensure safety in road cycling following a number of serious recent accidents.",,0,0,equal
Cougar attack victim speaks out after fight for her life,2024,"https://media-cldnry.s-nbcnews.com/image/upload/t_social_share_1200x630_center,f_auto,q_auto:best/mpx/2704722219/2024_03/1710762031317_tdy_news_7a_cougar_attack_240318_1920x1080-xqxm2l.jpg","Five women were on a bike ride about 30 miles outside Seattle when a cougar jumped out of the woods, attacked one of the women and clinched its jaws on her head. She suffered severe trauma to her fac… [+71 chars]","Five women were on a bike ride about 30 miles outside Seattle when a cougar jumped out of the woods, attacked one of the women and clinched its jaws on her head. She suffered severe trauma to her face and permanent nerve damage, but is thankful to be alive.",7,6,female
First Look: Fair Bicycle's Drop Best Offset Saddle Clamp is Universally Compatible,2024,https://ep1.pinkbike.org/p4pb26446077/p4pb26446077.jpg,"Fair Bicycle has announced the Drop Best UC, a universally compatible version of their offset saddle clamp. It is a direct replacement for your dropper post saddle clamp, introducing 27mm positive or… [+3543 chars]","$134 USD lies between you and a 2° steeper or slacker seat tube angle for your bike( Photos: 6, Comments: 1 )",0,3,male
First Look: The 2024 Fox 32 Step-Cast Fork Has a Reverse Arch,2024,https://ep1.pinkbike.org/p4pb26467540/p4pb26467540.jpg,"The 32SC is only offered in a 100mm travel variant, which allowed the team to optimize every part of the chassis to remove weight. Those weight savings come in obvious and more subtle forms, highligh… [+2347 chars]","Fox's littlest mountain bike fork got a bold new redesign this year, and now weighs only 1287 grams.( Photos: 8, Comments: 9 )",0,4,male
iXS Announces New Hex Pull-Over Protector,2024,https://ep1.pinkbike.org/p4pb26499313/p4pb26499313.jpg,"PRESS RELEASE: iXS 
In nature, self-protection is essential as it's all about the law of the strongest. With the new Hex Pull-Over, we have taken advantage of the structure of the honeycomb to devel… [+1480 chars]","iXS says their new back protector offers both high protection and great ventilation, making it suitable for the bike park or enduro races.( Photos: 8 )",0,3,male
1971 Honda CB100 at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/04/1971_honda_cb100_dsc_0115-79236.jpg,"This 1971 Honda CB100 spent time in Arkansas before it was acquired by the seller in 2022. Powered by a 99cc four-stroke single paired with a five-speed transmission, the bike is finished in yellow a… [+1905 chars]","This 1971 Honda CB100 spent time in Arkansas before it was acquired by the seller in 2022. Powered by a 99cc four-stroke single paired with a five-speed transmission, the bike is finished in yellow and white. It also features a two-up seat, street lighting, w…",2,4,male
Tout Terrain Reaches Across the Pond is Now available in North America,2024,https://bikerumor.com/wp-content/uploads/2024/03/Tout-Terrain-available-in-N.-America-hero-e1711122074577.jpeg,"Flying under the radar for nearly two decades, German bike brand, Tout Terrain has been making its mark. Launched in November, Tout Terrain North America has set up its new headquarters in Tucson, Ar… [+1336 chars]","Innovative German Bike compnay is now available in North America
The post Tout Terrain Reaches Across the Pond is Now available in North America appeared first on Bikerumor.",0,5,male
"Best-selling Hunt Carbon Disc Aero Road Bike Wheels Get Wider, Lighter & Ratchet Hubs",2024,https://bikerumor.com/wp-content/uploads/2024/04/Hunt-Carbon-Disc-best-selling-affordable-aero-road-bike-wheels-upgraded_Abbie-30CD-on-cobbles.jpg,"Hunt wheels have given their best-selling Carbon Aero Disc road bike wheelset family a makeover, with wider internal widths, lighter rims, and more premium spec ratchet freehub internals. Now called … [+3519 chars]","Hunt’s popular
The post Best-selling Hunt Carbon Disc Aero Road Bike Wheels Get Wider, Lighter & Ratchet Hubs appeared first on Bikerumor.",0,3,male
Do I need an e-bike or not?,2024,https://www.rawstory.com/media-library/image.jpg?id=51935441&width=980,"While the public awaits Maui County's official report on the cause of the fire, lawyers for victims and insurers say Pole 7A set off a cascade of events that led to a wall of flame.
Maui lawyer Jan … [+7394 chars]","When it comes to buying a new bike you’ll probably find yourself asking whether a conventional pedal bike is right for you or whether you should go electric. The pd-f, a cycling organization in Germany, has a few tips. With an electric bike the support provid…",1,3,male
Review: Knolly Chilcotin 170 - They Haven't Just Straightened the Top Tube,2024,https://ep1.pinkbike.org/p4pb26406532/p4pb26406532.jpg,"DescendingThe Chilcotin 170 is a far better-sorted bike compared to its predecessor. The lengthened rear and shorter reach (of the medium on test) gives it a more settled ride, one that is also happi… [+3686 chars]","The Chilcotin rides (and looks) better than ever, but it's not without its quirks.( Photos: 23 )",0,3,male
Review: Yeti's Back in the XC Game With the 2024 ASR,2024,https://ep1.pinkbike.org/p4pb26349373/p4pb26349373.jpg,"Technical ReportMaxxis Rekon / Rekon Race tires: I'm a fan of the Rekon and the Rekon Race tire combo. It's quick and predictable, as long as you keep in mind that you're on cross-country tires the l… [+3468 chars]","After a nine-year hiatus, the ASR returns to take its place as Yeti's dedicated cross-country race bike.( Photos: 23, Comments: 6 )",0,4,male
Deviate Cycles Announces the Claymore MX,2024,https://ep1.pinkbike.org/p4pb26409402/p4pb26409402.jpg,"PRESS RELEASE: Deviate CyclesMixed Wheels, Maximum FunCarve the way up front, let loose at the back with the all new Deviate Claymore MX.
Inspired by the medieval Scottish two-handed great sword, kn… [+1140 chars]","This long-travel high-pivot enduro bike has a reworked rear triangle, designed to accommodate a 27.5” wheel out back.( Photos: 4 )",0,4,male
5 Key Stats From Downhill Racers in the Pinkbike State of the Sport Survey 2024,2024,https://ep1.pinkbike.org/p4pb20531949/p4pb20531949.jpg,Comparing the views of the racers to those who answered our public survey there was a very close consensus with 61.6% of race fans saying that semi-finals were either poor or very poor. We also found… [+3255 chars],"Views on semi-finals, Snow Bike World Champs &amp; more from some of the top World Cup Downhill racers.( Photos: 3, Comments: 3 )",1,4,male
All-carbon 30-lb Urban Racer commuter ebike is ready to hit city streets,2024,https://assets.newatlas.com/dims4/default/7cc887d/2147483647/strip/true/crop/1442x757+0+102/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fe9%2F9a%2F407a8a4c49a5ab843ef09ec2583d%2F6y0a9831-1920x1080.jpeg&na.image_optimisation=0,"Ofiito's Urban Racer ebike features a full carbon frame, integrated automatic lighting, and a rear hub motor that can be removed when you just wanna go human-powered. What's more, the whole shebang i… [+2322 chars]","Ofiito's Urban Racer ebike features a full carbon frame, integrated automatic lighting, and a rear hub motor that can be removed when you just wanna go human-powered. What's more, the whole shebang is claimed to weigh a mere 30.2 lb (13.7 kg).Continue Reading…",2,4,male
Here are the new bike lanes Toronto is due to get in the next few months,2024,https://media.blogto.com/articles/20240416-bike-lanes-toronto.jpg?w=1200&cmd=resize_then_crop&height=630&quality=70,"Toronto has been seriously ramping up its cycling infrastructure in recent years, to the celebration of some and the chagrin of others, and another spate of bike lanes is being considered for impleme… [+2860 chars]","Toronto has been seriously ramping up its cycling infrastructure in recent years, to the celebration of some and the chagrin of others, and another spate of bike lanes is being considered for implementation on streets across various areas of the city before t…",3,4,male
Certified Refurbished Peloton Bike $1495 + Shipping @ Grays Fitness,2024,https://files.ozbargain.com.au/n/33/836933l.jpg?h=b3149ec5,"Certified Refurbished in Showroom Condition (not pre-owned) for $1495 + Shipping. A saving of $650.
These bikes are Refurbished by Peloton and are in showroom condition.
Certified Refurbished Pelot… [+128 chars]","Certified Refurbished in Showroom Condition (not pre-owned) for $1495 + Shipping. A saving of $650.

These bikes are Refurbished by Peloton and are in showroom condition.

Certified Refurbished Peloton bikes are only available through Grays Fitness in Austral…",3,3,equal
MBT Bike Lobby Access TAKE TWO!,2024,https://s26552.pcdn.co/wp-content/uploads/2024/04/climb.jpg,"Theres a reason Well-Paid Maids has hundreds of positive reviews from happy clients.
The home cleaning company pays cleaners who are W-2 employees a living wage starting at $24 an hour. Plus, cleane… [+326 chars]",photos by Edward Russell Thanks to Edward for sharing: “The bike lobby in The 202 to the Met Branch Trail is (actually) OPEN!”,1,2,male
First Look: ENVE Fray Endurance/All-Road Bike – Petor Georgallou,2024,https://media.theradavist.com/uploads/2024/04/DSCF1597.jpg?w=1200&quality=75,"Released today, the Fray is ENVE’s new all-road/endurance road bike. The Fray is positioned in ENVE’s lineup between the Melee and the MOG, with a geometry optimized for tire sizes between 700 x 31c … [+8453 chars]","Released today, the Fray is ENVE's new all-road/endurance road bike. The Fray is positioned in ENVE's lineup between the Melee and the MOG, with a geometry optimized for tire sizes between 700 x 31c and 700 x 35c, and clearance up to 40c. Petor stumbled on on…",0,2,male
Kona Ouroboros Adventure Bike: First Look – John Watson,2024,https://media.theradavist.com/uploads/2024/04/Kona-Ouroboros-Adventure-Bike-First-Look-1.jpg?w=1200&quality=75,"There’s a lot to love about Kona’s latest drop-bar bike, the Ouroboros. From the name (duh) to the stance and details, it’s got a lot going on. John got his hands on the Supreme build spec ($6999) an… [+2780 chars]","There's a lot to love about Kona's latest drop-bar bike, the Ouroboros. From the name (duh) to the stance and details, it's got a lot going on. John got his hands on the Supreme build spec ($6999) and shot some photos before today's release, so let's take a c…",2,4,male
2008 Moto Guzzi Breva 1200 Sport at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/03/2008_moto-guzzi_breva-1200-sport_20240327_120316-50665.jpg,"This 2008 Moto Guzzi Breva 1200 Sport was acquired in 2019 by the seller who has ridden it approximately 6k of its 7k miles, and it has been modified with foam air filters, a GPR muffler, and a talle… [+1823 chars]","This 2008 Moto Guzzi Breva 1200 Sport was acquired in 2019 by the seller who has ridden it approximately 6k of its 7k miles, and it has been modified with foam air filters, a GPR muffler, and a taller one-piece handlebar. The bike is powered by a 1,151cc V-Tw…",0,4,male
Fair bicycle Drop Best UC Seatpost Offset Gives Most Riders Modern Bike Fit Options,2024,https://bikerumor.com/wp-content/uploads/2024/04/Fair-Drop-Best-UC-offset-universal-2-bolt-seatpost-head-fixes-bike-geometry.jpg,"The UC in this new Fair bicycle Drop Best UC stands for Universal Compatability. And that means this little gadget will bolt on top of pretty much every 2-bolt seatpost out there, to let riders updat… [+6602 chars]","The UC in this new Fair bicycle Drop Best UC stands for Universal Compatability. And that means this little gadget will bolt on top of…
The post Fair bicycle Drop Best UC Seatpost Offset Gives Most Riders Modern Bike Fit Options appeared first on Bikerumor.",1,4,male
Bike Hacks: Tackle(box) Your Parts Organization – Spencer Harding,2024,https://media.theradavist.com/uploads/2024/02/2024_Bike_Hack_Parts_Organization-1.jpg?w=1200&quality=75,"Today Spencer highlights some tips for keeping your bike parts bin(s), bolts, and other small bits more organized, with an unlikely suspect, a tackle box. Get inspired to keep all your parts tidy and… [+3117 chars]","Today Spencer highlights some tips for keeping your bike parts bin(s), bolts, and other small bits more organized, with an unlikely suspect, a tackle box. Get inspired to keep all your parts tidy and close at hand with today’s bike hack... When I moved into m…",2,2,equal
Bikepacking Roots: Ranchita Rambler – Anza Borrego Bike Touring Route,2024,https://media.theradavist.com/uploads/2024/04/anza-7.jpg?w=1200&quality=75,"The Ranchita Rambler covers the high and low deserts in one go, with epic landscapes, the best mom-and-pop resupply shops you could ask for, and camping in a designated Dark Sky community.
This route… [+436 chars]","The Ranchita Rambler covers the high and low deserts in one go, with epic landscapes, the best mom-and-pop resupply shops you could ask for, and camping in a designated Dark Sky community. This route is perfect for exposing mountain bikers to touring and bicy…",0,4,male
1971 Benelli 175 Enduro at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/03/1971_benelli_175-enduro_img_7244-44933.jpg,"This 1971 Benelli 175 Enduro was acquired out of Oregon by the seller in 2021, reportedly from its second owner. Finished in orange with white accents, the bike is powered by a 167cc two-stroke singl… [+1857 chars]","This 1971 Benelli 175 Enduro was acquired out of Oregon by the seller in 2021, reportedly from its second owner. Finished in orange with white accents, the bike is powered by a 167cc two-stroke single paired with a four-speed transmission. It is also equipped…",2,4,male
2001 Suzuki GSX-R1000,2024,https://bringatrailer.com/wp-content/uploads/2024/03/2001_suzuki_gsxr-1000_1000001239-71252.jpg,"This 2001 Suzuki GSX-R 1000 is powered by a 988cc DOHC inline-four paired with a six-speed transmission and is finished in white and blue with red, white, and blue graphics. The bike features electro… [+2190 chars]","This 2001 Suzuki GSX-R 1000 is powered by a 988cc DOHC inline-four paired with a six-speed transmission and is finished in white and blue with red, white, and blue graphics. The bike features electronic fuel injection, adjustable suspension, an inverted cartr…",2,4,male
Toronto pet owner speaks out after dog allegedly run over by food delivery courier,2024,https://media.blogto.com/articles/20240403-toronto-food-delivery.jpg?w=1200&cmd=resize_then_crop&height=630&quality=70,"Food delivery workers in Toronto are yet again under fire after a local pet owner claims their pooch was run over by a bike courier who fled the scene, which resulted in substantial injuries and pric… [+1851 chars]","Food delivery workers in Toronto are yet again under fire after a local pet owner claims their pooch was run over by a bike courier who fled the scene, which resulted in substantial injuries and pricey vet bills.
The resident and their dog, a small Maltese m…",0,2,male
Vintage Bicycles: 1975 Ritchey Track Bike – Tasshi Dennis & John Watson,2024,https://media.theradavist.com/uploads/2024/03/1975-Tom-Ritchey-Track-Bike-FINAL.jpg?w=1200&quality=75,"John and Tasshi from The Vintage MTB Workshop once again team up to deliver a Vintage Bicycles article. This time, featuring a 1975 Ritchey track bike. Read on for John’s photos accompanying Tasshi’s… [+7423 chars]","John and Tasshi from The Vintage MTB Workshop once again team up to deliver a Vintage Bicycles article. This time, featuring a 1975 Ritchey track bike. Read on for John's photos accompanying Tasshi's words... What makes a bike aesthetically pleasing? Why does…",0,5,male
Sparking Community in Bend: Chariot Bike Shop Visit – Katie Sox,2024,https://radavist-static-production.s3.amazonaws.com/uploads/2024/02/2024_Chariot_Bike_Shop_Visit-1.jpg?w=1200&quality=75,It’s been a few years since we first covered Chariot Bike when it was a mobile-based shop!Katie Sox drops into the mobile-repair van turned full-service bike shop and café to chat with Chariot Bike‘s… [+9935 chars],"It's been a few years since we first covered Chariot Bike when it was a mobile-based shop!Katie Sox drops into the mobile-repair van turned full-service bike shop and café to chat with Chariot Bike's owner and founder, Julia Sparks, about what the shop has br…",0,2,male
99bikes Have *up to 15% off Wahoo Smart Trainers. e.g. Wahoo Kickr Bike Shift was $4999 now $4249.99,2024,https://files.ozbargain.com.au/n/26/837226x.jpg?h=e8b13551,"great deal on wahoo smart trainers, especially the kickr shift bikehttps://www.99bikes.com.au/wahoo-wahoo-kickr-bike-shift-indo
no deals/mention of the wahoo/zwift click but it's an add on to the wa… [+31 chars]","great deal on wahoo smart trainers, especially the kickr shift bike
https://www.99bikes.com.au/wahoo-wahoo-kickr-bike-shift-indo…

no deals/mention of the wahoo/zwift click but it's an add on to the wahoo kickr core and wahoo kickr 6",0,4,male
Video: Neko Mulally On Frameworks' First Bonded Downhill Frame,2024,https://ep1.pinkbike.org/p4pb26511078/p4pb26511078.jpg,"He saw what happened with Kerr's bike and was like yeah gimmie some of that""Jokes aside", the bike looks great,0,2,male
1967 Honda CL300 at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/01/1967_honda_cl300_12-6-59354.jpg,"This 1968 Honda CL300 Scrambler spent time in Washington State before it was acquired by the current owner in 2017. Powered by a 305cc four-stroke parallel twin paired with a four-speed transmission,… [+1752 chars]","This 1968 Honda CL300 Scrambler spent time in Washington State before it was acquired by the current owner in 2017. Powered by a 305cc four-stroke parallel twin paired with a four-speed transmission, the bike is finished in silver. It is equipped with a headl…",1,4,male
VIDEO: Echoes,2024,https://media.theradavist.com/uploads/2024/03/EchoesRaceFaceVideo.jpeg?w=1200&quality=75,"Almost one year after a disastrous trip in the Chilcotin Mountains, which led Race Face athlete Celeste Pomerantz with a dislocated elbow and broken bike, she finds herself exploring a different kind… [+184 chars]","Almost one year after a disastrous trip in the Chilcotin Mountains, which led Race Face athlete Celeste Pomerantz with a dislocated elbow and broken bike, she finds herself exploring a different kind of challenge: How to get your mind back into a confident sp…",4,2,female
WA star Cameron Bancroft to miss Sheffield Shield final after bike accident,2024,https://live-production.wcms.abc-cdn.net.au/426949bfc6413036bde610e7c74777d5?impolicy=wcms_watermark_news&cropH=1706&cropW=3032&xPos=0&yPos=158&width=862&height=485&imformat=generic,"Star WA opening batter Cameron Bancroft has been ruled out of the Sheffield Shield final against Tasmania.
A WA Cricket spokesperson has confirmed Bancroft suffered an injury after falling off his b… [+557 chars]",Star WA opener Cameron Bancroft is ruled out of the Sheffield Shield final against Tasmania.,3,6,male
Country town builds $1.7m mountain bike park to soften bypass blow and keep community alive,2024,https://live-production.wcms.abc-cdn.net.au/2d2e9e573d8f8c9827ad1f246b8e72fa?impolicy=wcms_watermark_news&cropH=2813&cropW=5000&xPos=0&yPos=195&width=862&height=485&imformat=generic,<ul><li>In short: It's hoped a newly opened mountain bike park will keep visitors coming to Bindoon after a major road bypassing the town opens next year.</li><li>Bindoon Mountain Bike Park has been … [+4451 chars],"With a newly built bypass set to divert traffic around the town of Bindoon in Western Australia, community leaders are thinking outside the box to keep tourist dollars flowing.",0,2,male
1973 Honda XR75 at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/03/1973_honda_xr75_33556aba-3181-4aef-b8c6-093c21d307d6-82290.jpeg,"This 1973 Honda XR75 is said to have been refurbished under previous ownership in 2016, with work having involved overhauling the 72cc four-stroke single and refinishing the bodywork in metallic gray… [+1519 chars]","This 1973 Honda XR75 is said to have been refurbished under previous ownership in 2016, with work having involved overhauling the 72cc four-stroke single and refinishing the bodywork in metallic gray with red graphics. The bike features a four-speed transmiss…",2,4,male
VIDEO: Race Metal Video Series with Miguel | Why Metal? – Miguel Ovalles,2024,https://media.theradavist.com/uploads/2024/03/RACEMETAL_02.png?w=1200&quality=75,"The Radavist is a group of individuals who share a love of cycling and the outdoors. We will always stop for a photo, or to hit a jump. We believe the outdoors should be respected. Please, pack it in… [+166 chars]","For the second installment in our Race Metal Video Series with Miguel Ovalles, he walks us through his current bike and why he’s set on racing a metal bike.    
The post VIDEO: Race Metal Video Series with Miguel | Why Metal? appeared first on The Radavist.",0,4,male
The NOVUS One Lightweight E-Moto Could Make City Commuting Fun,2024,https://cleantechnica.com/wp-content/uploads/2024/03/NOVUS_FoundersEdition_HorizonSilver_01-scaled.jpg,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
The NOVUS One electric motorcycle is a quick and right-sized bike for getting around the city, bringing toget… [+3981 chars]","The NOVUS One electric motorcycle is a quick and right-sized bike for getting around the city, bringing together some great specs and an ultramodern look in a lightweight package. This lightweight little motorcycle could be a sweet choice for a zero-emission …",1,4,male
This German Undertaker Uses An Electric Quadricycle As A Hearse,2024,https://cleantechnica.com/wp-content/uploads/2024/04/Das-Veload_Ueberblick-1.jpg,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Electric cargo bikes and trikes and quadricycles are being put to a wide variety of uses, from hauling materi… [+3093 chars]","Electric cargo bikes and trikes and quadricycles are being put to a wide variety of uses, from hauling materials to passengers to tools to packages, but what if your passenger is, say, dead? It turns out that electric cargo bikes can also make a great hearse,…",0,4,male
"Mid South 2024: Ben’s Not-a-Sklar, Not-a-Tall Bike – Jarrod Bunk & Ben Witt",2024,https://media.theradavist.com/uploads/2024/03/Ben-Not-A-Sklar-2.jpg?w=1200&quality=75,"Tall as this bike may be it’s not a traditional tall bike, and although it was made by Adam Sklar, it’s not a traditional Sklar. Jarrod Bunk couldn’t resist getting a few snaps of Ben and his quirky … [+4099 chars]","Tall as this bike may be it's not a traditional tall bike, and although it was made by Adam Sklar, it's not a traditional Sklar. Jarrod Bunk couldn't resist getting a few snaps of Ben and his quirky not-tall bike at this year's Mid South. Let's take a closer …",0,2,male
