Title,Publication Year,Image URL,Article Content,Article Description,female_mentions,male_mentions,representation
Où regarder le Tour de Catalogne en live ? Les directs sport à la télé ce mardi 19 mars en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg","<ul><li>15h00 Tour de Catalogne (2e étape) Eurosport</li></ul>Basket-ball
<ul><li>18h30 Euroligue : Efes Istanbul Olympiacos VOOsport World 1</li><li>02h00 Minnesota Timberwolves Denver Nuggets Elev… [+454 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,0,female
Où regarder Irlande - Belgique et le GP d'Australie de F1 en live ? Les directs sport à la télé ce samedi 23 mars en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg","<ul><li>18h00 Irlande Belgique RTL Club, VTM</li><li>18h00 Slovaquie Autriche Eleven Sports 2</li><li>20h00 Angleterre Brésil Eleven Sports 1</li><li>20h00 Danemark Suisse Eleven Sports 3</li><li>21h… [+1721 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder Gand - Wevelgem et le tournoi de Miami en live ? Les directs sport à la télé ce dimanche 24 mars en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg","<ul><li>10h50 Téléfoot TF1</li><li>16h15 Valladolid Eibar Eleven Sports 1</li></ul>Cyclisme
<ul><li>12h25 Tour de Catalogne (7e étape) Eurosport</li><li>13h40 Gand-Wevelgem (messieurs) La Une, Eén, … [+1541 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,0,female
Où commence le Tour de France 2024 ?,2024,"https://www.dhnet.be/resizer/ps_LfhHvQ2ztWJ_bVL2buiUDKvw=/1200x630/filters:format(jpeg):focal(1344.5x904.5:1354.5x894.5):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/SWGXKDK25JEORMH7YMK52O7N5Q.jpg","Le Tour de France partira pour la première fois de son histoire dItalie, plus précisément de Florence. Les coureurs resteront trois jours dans la botte italienne avant darriver sur le territoire fran… [+5412 chars]",Du 29 juin au 21 juillet 2024 aura lieu l’événement que tous les fans de cyclisme attendent avec impatience : le Tour de France. La 111e édition partira pour la première fois d’Italie. ...,0,1,male
Où regarder Belgique-Espagne (Red Flames) et la 5e étape du Tour du Pays Basque en live ? Les directs sport à la télé ce vendredi 5 avril en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>20h00 Zulte Waregem Patro Eisden Eleven 2</li><li>20h00 Beveren RSCAFutures Eleven 3</li><li>20h45 FC Malines Saint-Trond Eleven 1</li><li>20h45 Belgique Espagne (féminin) Tipik</li><li>21h00… [+991 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
"Où regarder FC Bruges-Anderlecht, Paris-Roubaix et le GP F1 du Japon en live ? Les directs sport à la télé ce dimanche 7 avril en Belgique",2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>10h50 Téléfoot TF1</li><li>13h00 Glasgow Rangers Celtic Glasgow Eleven Sports 1</li><li>13h30 Union Cercle Bruges Eleven 1</li><li>13h30 Jong Genk SL16 FC Eleven 2</li><li>15h00 Monza Naples … [+2012 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
"Le débrief sportif du week-end : Anderlecht et l'Union se plantent, Lotte Kopecky remporte Paris-Roubaix, Van der Poel sur une autre planète",2024,"https://www.lavenir.net/resizer/BAqWWVMUKauiPVViJpgJGHYv0pk=/1200x630/filters:format(jpeg):focal(1402.5x1005:1412.5x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/UFVD77VYQZHRHBUO5OR7E7I6TY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/WG5UTE3BCNECTDS3DOOH6DGSZ4.jpg","Le doute commence à s'installer du côté de l'Union Saint-Gilloise. Pour son deuxième match en Champions play-off, les Apaches ont concédé une deuxième défaite ce dimanche contre le Cercle Bruges (2-3… [+5404 chars]","Découvrez l'actualité sportive du week-end, avec les chocs des play-off en Pro League, Paris-Roubaix en cyclisme ou encore le Grand Prix du Japon en Formule 1. ...",0,1,male
Cyclisme. Polémique : la caféine est-elle responsable des nombreuses chutes dans le peloton ?,2024,https://cdn-s-www.ledauphine.com/images/BD92A731-9B9D-45A4-889D-DEE056B900EF/FB1200/photo-1688328235.jpg,"Le Dauphiné Libéré, en tant que responsable de traitement, recueille dans ce formulaire des informations qui sont enregistrées dans un fichier informatisé par son Service Relations Clients, la finali… [+854 chars]","Alors que plusieurs chutes ont mis au tapis et même blessés gravement plusieurs grands noms du cyclisme, l'heure est à trouver des responsables et surtout des solutions pour éviter au maximum que cela se reproduise.",1,1,equal
Où regarder le tournoi ATP de Monte-Carlo et le Masters d'Augusta en live ? Les directs sport à la télé ce vendredi 12 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"<ul><li>20h00 Jong Genk Francs Borains Eleven 2</li><li>20h00 Club NXT Liège Eleven 3</li><li>20h45 Saint-Trond Standard Eleven 1</li><li>23h20 Eredivisie Holland 1</li></ul>Cyclisme
<ul><li>13h50 T… [+718 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder le Marathon de Boston et le Tour des Alpes en live ? Les directs sport à la télé ce lundi 15 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"<ul><li>18h00 LEurope des 11 VOOsport World 1</li><li>20h30 La Tribune Tipik</li><li>20h45 Atalanta Hellas Vérone Eleven Sports 1</li><li>21h00 Chelsea Everton VOOsport World 1</li></ul>Cyclisme
<ul… [+556 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder la Flèche Wallonne et Manchester City-Real Madrid en live ? Les directs sport à la télé ce mercredi 17 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,<ul><li>21h00 Ligue des champions : Manchester City Real Madrid Pickx+ Sports 2</li><li>21h00 Ligue des champions : Bayern Arsenal Pickx+ Sports 3</li><li>21h00 Ligue des champions (multi-live) Pickx… [+864 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
"Ludivine Henrion nous livre ses conseils pour suivre la Flèche wallonne : C’est la maison""""",2024,https://www.dhnet.be/resizer/v2/V6KREWHVZJBHPHB3NIGWTRNBYA.jpg?auth=28c29a3d087eaeb8aaae85fc0f11f2de9e1b75978139a2b9bc7336f9792acb32&width=1200&height=630&quality=85&focal=572%2C464&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"Le cyclisme, une histoire familiale
Originaire de Waremme, fille et sur dun papa et de deux frères cyclistes, elle commencera le cyclisme à 8 ans.
Jai eu la chance davoir une famille du milieu"," et… [+6724 chars]""",3,2,female
Où regarder Barcelone-PSG et le Tour des Alpes en live ? Les directs sport à la télé ce mardi 16 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"<ul><li>21h00 Ligue des champions : Barcelone PSG RTL Club, Pickx+ Sports 2</li><li>21h00 Ligue des champions : Dortmund Atletico Madrid Pickx+ Sports 3</li><li>21h00 Ligue des champions (multi-live)… [+530 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
"Ludivine Henrion nous livre ses conseils pour suivre la Flèche wallonne : C’est la maison""""",2024,https://www.lavenir.net/resizer/v2/V6KREWHVZJBHPHB3NIGWTRNBYA.jpg?auth=28c29a3d087eaeb8aaae85fc0f11f2de9e1b75978139a2b9bc7336f9792acb32&width=1200&height=630&quality=85&fitfill=true&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2FUVYY255VT5BDBHOGCTGBCGI364.png%3A100%3A0%2C558,"Le cyclisme, une histoire familiale
Originaire de Waremme, fille et sur dun papa et de deux frères cyclistes, elle commencera le cyclisme à 8 ans.
Jai eu la chance davoir une famille du milieu"," et… [+6727 chars]""",3,2,female
Où regarder Belgique U21 - Malte U21 et la Classic Bruges-La Panne (dames) en live ? Les directs sport à la télé ce jeudi 21 mars en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>18h00 Géorgie Luxembourg Eleven Sports 1</li><li>20h00 Belgique U21 Malte U21 Pickx+ Sports 1</li><li>20h45 Bosnie-Herzégovine Ukraine Eleven Sports 1</li><li>20h45 Portugal Suède Eleven Spor… [+1154 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,0,female
"Où regarder le Tour des Flandres, Marseille - PSG et l'Euro Hockey League (EHL) en live ? Les directs sport à la télé ce dimanche 31 mars en Belgique",2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>10h50 Téléfoot TF1</li><li>13h30 Seraing Ostende Eleven 1</li><li>15h00 Liverpool Brighton VOOsport World 1</li><li>15h30 Coupe dAllemagne féminine : Bayern Francfort ARD</li><li>16h00 Patro … [+1817 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder Anderlecht - Antwerp et l'Euro Hockey League (EHL) en live ? Les directs sport à la télé ce samedi 30 mars en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>12h30 Naples Atalanta Eleven Sports 1</li><li>13h30 Newcastle West Ham VOOsport World 1</li><li>15h30 Bayer Leverkusen Hoffenheim Eleven Sports 1</li><li>15h30 Leipzig Mayence Eleven Sports 2… [+2054 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,0,female
Gand-Wevelgem : les Plugstreets au menu !,2024,"https://www.lavenir.net/resizer/zk9LsNIxUYYxQB_UHy63EnJDaho=/1200x630/filters:format(jpeg):focal(2329.5x1549.5:2339.5x1539.5):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/UFVD77VYQZHRHBUO5OR7E7I6TY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DTRH5O7UGVDJFFIXPGJT7SXA7M.jpg","Bien quil ny ait plus danimations organisées par la Ville et malgré le vent froid, la population était quand même bien présente pour saluer les champions.
Entre deux montées de Kemmel, léquipe Trek … [+308 chars]","Le passage de la course cycliste Gand-Wevelgem donne chaque année lieu à une fête du cyclisme à Ploegsteert, d’autant plus que les coureurs y parcourent les fameux “Plugstreets”, ces étroits chemins mi-terre mi-gravier, qui sillonnent les bois.",0,2,male
Où regarder le GP de l'E3 Harelbeke et le tournoi de Miami en live ? Les directs sport à la télé ce vendredi 22 mars en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>18h00 Norvège République Tchèque Eleven Sports 1</li><li>20h45 Pays-Bas Ecosse Eleven Sports 2</li><li>20h45 Roumanie Irlande du Nord Eleven Sports 3</li><li>21h30 Espagne Colombie Eleven Spo… [+1483 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,0,female
Où regarder l'Euro Hockey League (EHL) et le tournoi ATP de Miami en live ? Les directs sport à la télé ce jeudi 28 mars en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg","<ul><li>18h00 ATP Miami VOOsport World 1, Eurosport</li><li>00h00 ATP Miami VOOsport World 1</li></ul>Basket-ball
<ul><li>20h30 Euroligue : Partizan Belgrade Olympiacos VOOsport World 3</li></ul>Flé… [+924 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,0,female
Mathieu Van der Poel persiste et signe avant Paris-Roubaix : “La chicane dans l’Arenberg n’est pas la solution”,2024,"https://www.dhnet.be/resizer/RH00C-FZLSmpelt6YurfD28Grac=/1200x630/filters:format(jpeg):focal(2199x1474:2209x1464):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/WAYLBBQCNJF55M6W5ZDJUNIMVI.jpg","Cest une bonne chose dessayer quelque chose de différent, a-t-il dabord tempéré. Mais la chicane nest pas la bonne solution selon moi. Cest certainement lun des passages les plus dangereux de la sais… [+2899 chars]",Mathieu Van der Poel n’est pas du tout satisfait après la mise en place d’une chicane à l’entrée de la Trouée d’Arenberg qui fait couler beaucoup d’encre dans le monde du cyclisme. ...,0,1,male
Où regarder la 4e étape du Tour du Pays Basque en live ? Les directs sport à la télé ce jeudi 4 avril en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg","<ul><li>20h30 Liverpool Sheffield VOOsport World 2</li><li>21h15 Chelsea Manchester United VOOsport World 1</li></ul>Cyclisme
<ul><li>15h30 Tour du Pays Basque (4e étape) Eurosport</li></ul>Tennis
… [+649 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
"Où regarder Genk - Union, le Tour du Pays Basque et l'Euro Hockey League (EHL) en live ? Les directs sport à la télé ce lundi 1er avril en Belgique",2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>13h30 Cercle Bruges FC Bruges Eleven 1</li><li>18h00 Lecce AS Rome Eleven Sports 2</li><li>18h00 LEurope des 11 VOOsport World 1</li><li>18h30 Genk Union Eleven 1</li><li>20h30 La Tribune Tip… [+1118 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder le Grand Prix de l'Escaut et le Tour du Pays Basque en live ? Les directs sport à la télé ce mercredi 3 avril en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg","<ul><li>20h30 Arsenal Luton Town VOOsport World 2</li><li>20h45 Coupe dAllemagne : Leverkusen Fortuna Düsseldorf Eleven Sports 1, ZDF</li><li>21h10 Coupe de France : PSG Rennes France 3</li><li>21h15… [+911 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder FC Bruges - PAOK Salonique et le Masters d'Augusta en live ? Les directs sport à la télé ce jeudi 11 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,<ul><li>18h45 Europa League : Viktoria Plzen Fiorentina Tipik</li><li>18h45 Conference League : Olympiacos Fenerbahçe VOOsport World 1</li><li>21h00 Conference League : FC Bruges PAOK Salonique Tipik… [+801 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder Danemark-Belgique (Red Flames) et Real Madrid-Manchester City en live ? Les directs sport à la télé ce mardi 9 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"<ul><li>18h00 Danemark Belgique (féminin) Tipik</li><li>18h10 Allemagne Islande (féminin) ZDF</li><li>21h00 Ligue des champions : Real Madrid Manchester City RTL Club, Pickx+ Sports 2</li><li>21h00 L… [+793 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder PSG-Barcelone et la Flèche Brabançonne en live ? Les directs sport à la télé ce mercredi 10 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"<ul><li>21h00 Ligue des champions : PSG Barcelone RTL Club, Pickx+ Sports 2, VTM 2</li><li>21h00 Ligue des champions : Atletico Madrid Dortmund Pickx+ Sports 3</li><li>21h00 Ligue des champions (mult… [+690 chars]","À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
Où regarder Paris-Roubaix (féminin) et la 6e étape du Tour du Pays Basque en live ? Les directs sport à la télé ce samedi 6 avril en Belgique,2024,"https://www.dhnet.be/resizer/942ps1rh9snF9SiIOPNtVmfxW5E=/1200x630/filters:format(jpeg):focal(1495x1005:1505x995):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/DE724WPMENDPJBXLODG7GREG74.jpg",<ul><li>13h30 Crystal Palace Manchester City VOOsport World 1</li><li>15h00 AC Milan Lecce Eleven Sports 3</li><li>15h30 Heidenheim Bayern Eleven Sports 1</li><li>15h30 Fribourg Leipzig Eleven Sports… [+1665 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,2,male
"Après les chutes dans le Pays basque, les médecins du sport proposent des améliorations pour plus de sécurité",2024,"https://www.dhnet.be/resizer/3JvZEcsaZclMJyznhmS3m4x6Th8=/1200x630/filters:format(jpeg):focal(251x169:261x159):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/5OVFETRKKZE4DM2IQPBOWWQM3Q.jpg",L'association de médecins appelle les fabricants d'équipements à les intégrer dans les tenues proposées aux coureurs. Ces combinaisons devraient aussi permettre le déploiement d'un airbag qui protége… [+1275 chars],"Dans un communiqué de presse paru vendredi, l'association flamande des médecins du sport (SKA) a partagé son inquiétude quant au grand nombre de chutes dans le cyclisme professionnel. Elle a préconisé de nouvelles mesures et un renforcement de celles existant…",2,0,female
Où regarder le tournoi ATP de Monte-Carlo et le Masters d'Augusta en live ? Les directs sport à la télé ce samedi 13 avril en Belgique,2024,https://www.dhnet.be/resizer/v2/DE724WPMENDPJBXLODG7GREG74.jpg?auth=3b71dd54dd2e5cf89f83a52c22d3b36fc247039ab301695b246236e63fc8bb50&width=1200&height=630&quality=85&focal=1500%2C1000&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,<ul><li>13h30 Newcastle Tottenham VOOsport World 1</li><li>14h00 Atletico Madrid Gérone Eleven Sports 1</li><li>15h30 Bayern Cologne Eleven Sports 2</li><li>15h30 Mönchengladbach Dortmund Eleven Spor… [+1963 chars],"À quelle heure et sur quelle chaîne voir en direct les événements sportifs aujourd’hui depuis la Belgique ? Les matchs de football en live, le cyclisme en direct à la TV, le tennis en direct, le basket-ball, le hockey… ...",1,1,equal
