Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,num_veh_y,senc,obs,obsm,choc,manv,motor,catr,voie,v1,v2,circ,nbv,vosp,prof,plan,surf,infra,situ,vma,age
201900026380,3,9,2019,0 days 20:15:00,5,75,75113,2,3,1,3,RUE AIME MOROT,"48,8206261","2,3494568",1,4,1,2005.0,0,2,8,-1,B01,2,0,2,1,19,5,4,RUE AIME MOROT,0.0,,1,1,0,1,1,1,0,1,50,adult
201900026391,6,9,2019,0 days 17:30:00,1,75,75116,2,7,1,3,CARREFOUR DES ANCIENS COMBATTANTS   BOUL,"48,8484932","2,2421175",1,1,2,1930.0,5,1,0,-1,A01,1,0,2,3,14,5,4,CARREFOUR DES ANCIENS COMBATTANTS   BOUL,0.0,,1,2,0,1,2,1,0,1,50,child
201900026391,6,9,2019,0 days 17:30:00,1,75,75116,2,7,1,3,CARREFOUR DES ANCIENS COMBATTANTS   BOUL,"48,8484932","2,2421175",1,4,1,1959.0,5,2,8,-1,A01,1,0,2,3,14,5,4,CARREFOUR DES ANCIENS COMBATTANTS   BOUL,0.0,,1,2,0,1,2,1,0,1,50,adult
201900026405,5,9,2019,0 days 21:00:00,5,75,75113,2,4,1,6,BOULEVARD DE L HOPITAL,"48,8398467","2,3616955",3,4,1,1969.0,5,0,0,0,A01,2,0,1,1,7,5,4,BOULEVARD DE L HOPITAL,0.0,,2,4,3,2,1,1,0,6,50,child
201900026405,5,9,2019,0 days 21:00:00,5,75,75113,2,4,1,6,BOULEVARD DE L HOPITAL,"48,8398467","2,3616955",1,4,1,1990.0,5,2,8,-1,A01,2,0,1,1,7,5,4,BOULEVARD DE L HOPITAL,0.0,,2,4,3,2,1,1,0,6,50,adult
201900026416,4,9,2019,0 days 13:15:00,1,75,75109,2,2,1,4,BOULEVARD HAUSSMANN,"48,8723620","2,3374260",1,1,1,1966.0,4,1,0,-1,A01,1,0,2,1,3,5,4,BOULEVARD HAUSSMANN,0.0,,1,2,0,1,1,1,0,1,50,child
201900026416,4,9,2019,0 days 13:15:00,1,75,75109,2,2,1,4,BOULEVARD HAUSSMANN,"48,8723620","2,3374260",1,4,1,1971.0,1,2,8,-1,A01,1,0,2,1,3,5,4,BOULEVARD HAUSSMANN,0.0,,1,2,0,1,1,1,0,1,50,adult
201900026416,4,9,2019,0 days 13:15:00,1,75,75109,2,2,1,4,BOULEVARD HAUSSMANN,"48,8723620","2,3374260",1,1,1,1989.0,4,1,0,-1,A01,1,0,2,1,3,5,4,BOULEVARD HAUSSMANN,0.0,,1,2,0,1,1,1,0,1,50,adult
201900026496,28,6,2019,0 days 14:45:00,1,63,63163,1,1,1,1,D204,"45,7675828","2,7444470",1,3,1,1945.0,0,2,-1,-1,A01,1,0,2,4,13,5,3,204,0.0,,2,2,0,1,1,1,0,1,80,child
201900026496,28,6,2019,0 days 14:45:00,1,63,63163,1,1,1,1,D204,"45,7675828","2,7444470",1,1,2,1983.0,0,1,-1,-1,A01,1,0,2,4,13,5,3,204,0.0,,2,2,0,1,1,1,0,1,80,adult
201900026579,29,6,2019,0 days 11:05:00,1,15,15113,1,1,1,1,rudez,"45,0855350","2,6738260",1,3,1,1968.0,5,0,-1,-1,B01,2,0,2,1,0,5,3,17,,,2,2,0,2,4,1,0,1,80,child
201900026579,29,6,2019,0 days 11:05:00,1,15,15113,1,1,1,1,rudez,"45,0855350","2,6738260",1,1,1,1998.0,1,1,-1,-1,B01,2,0,2,1,0,5,3,17,,,2,2,0,2,4,1,0,1,80,adult
201900026609,27,6,2019,0 days 09:00:00,1,73,73059,2,3,1,3,chemin de lachat,"45,7275489","5,8884361",1,4,1,1958.0,5,2,-1,-1,B01,1,0,2,2,15,5,4,chemin des Gros,,,2,2,0,1,1,1,0,1,50,child
201900026609,27,6,2019,0 days 09:00:00,1,73,73059,2,3,1,3,chemin de lachat,"45,7275489","5,8884361",1,1,1,1990.0,1,1,-1,-1,B01,1,0,2,2,15,5,4,chemin des Gros,,,2,2,0,1,1,1,0,1,50,adult
201900026619,28,6,2019,0 days 18:40:00,1,21,21007,2,3,7,3,Pont d'Aisy,"47,3891440","4,3010720",1,1,1,1934.0,5,1,-1,-1,B01,1,0,2,0,1,5,3,70,,,2,3,0,2,1,1,5,1,50,child
201900026619,28,6,2019,0 days 18:40:00,1,21,21007,2,3,7,3,Pont d'Aisy,"47,3891440","4,3010720",1,3,1,1960.0,5,0,-1,-1,B01,1,0,2,0,1,5,3,70,,,2,3,0,2,1,1,5,1,50,adult
201900026621,30,6,2019,0 days 08:45:00,1,24,24325,2,1,1,4,Le bourg D 703,"44,8861900","1,4075410",1,1,1,1947.0,3,1,-1,-1,B01,1,16,0,4,1,5,3,703,,,2,2,0,1,1,1,0,1,50,child
201900026621,30,6,2019,0 days 08:45:00,1,24,24325,2,1,1,4,Le bourg D 703,"44,8861900","1,4075410",1,3,1,1956.0,5,2,-1,-1,B01,1,16,0,4,1,5,3,703,,,2,2,0,1,1,1,0,1,50,adult
201900026621,30,6,2019,0 days 08:45:00,1,24,24325,2,1,1,4,Le bourg D 703,"44,8861900","1,4075410",1,4,1,2003.0,5,2,-1,-1,B01,1,16,0,4,1,5,3,703,,,2,2,0,1,1,1,0,1,50,adult
201900026626,29,6,2019,0 days 09:25:00,1,4,04031,1,1,1,4,RD 907,"43,9237890","6,1400750",1,4,1,1966.0,5,2,-1,-1,B01,1,0,2,4,1,5,3,907,0.0,,2,2,0,3,1,1,0,1,80,child
201900026626,29,6,2019,0 days 09:25:00,1,4,04031,1,1,1,4,RD 907,"43,9237890","6,1400750",1,4,1,1968.0,5,2,-1,-1,B01,1,0,2,4,1,5,3,907,0.0,,2,2,0,3,1,1,0,1,80,adult
201900026626,29,6,2019,0 days 09:25:00,1,4,04031,1,1,1,4,RD 907,"43,9237890","6,1400750",1,1,2,1994.0,1,1,-1,-1,B01,1,0,2,4,1,5,3,907,0.0,,2,2,0,3,1,1,0,1,80,adult
201900026649,26,6,2019,0 days 18:15:00,1,74,74081,2,1,7,3,rue du pont,"46,0599810","6,5777990",1,4,1,1942.0,3,0,-1,-1,B01,0,0,2,8,26,5,9,,,,2,2,2,1,1,1,0,5,50,child
201900026649,26,6,2019,0 days 18:15:00,1,74,74081,2,1,7,3,rue du pont,"46,0599810","6,5777990",1,1,1,1979.0,0,8,-1,-1,B01,0,0,2,8,26,5,9,,,,2,2,2,1,1,1,0,5,50,adult
201900026677,6,4,2019,0 days 16:45:00,1,36,36026,1,1,1,2,ROUTE D'ISSOUDUN,"46,9523367","1,7518821",1,1,1,1955.0,9,1,-1,-1,B01,1,0,2,4,1,5,3,8,0.0,,2,2,0,2,1,1,0,1,80,child
201900026677,6,4,2019,0 days 16:45:00,1,36,36026,1,1,1,2,ROUTE D'ISSOUDUN,"46,9523367","1,7518821",1,4,1,1997.0,5,2,0,0,B01,1,0,2,4,1,5,3,8,0.0,,2,2,0,2,1,1,0,1,80,adult
201900026781,10,4,2019,0 days 08:15:00,1,63,63014,2,1,2,6,ROMAGNAT (RUE DE),"45,7492441","3,1117590",1,1,1,1971.0,1,1,-1,-1,C01,2,0,2,1,5,5,7,21,0.0,,2,2,0,1,1,2,0,3,50,child
201900026781,10,4,2019,0 days 08:15:00,1,63,63014,2,1,2,6,ROMAGNAT (RUE DE),"45,7492441","3,1117590",1,4,1,2006.0,1,2,-1,-1,C01,2,0,2,1,5,5,7,21,0.0,,2,2,0,1,1,2,0,3,50,adult
201900026860,24,7,2019,0 days 13:00:00,1,49,49307,2,1,1,2,6 Rue de la Vilaine (Saint-Mathurin-sur-Loire),"47,4148360"," -0,3166950",1,3,1,1958.0,1,0,-1,-1,B01,2,0,2,4,2,5,4,,,,2,2,0,1,1,1,0,1,50,child
201900026860,24,7,2019,0 days 13:00:00,1,49,49307,2,1,1,2,6 Rue de la Vilaine (Saint-Mathurin-sur-Loire),"47,4148360"," -0,3166950",1,4,1,2000.0,1,8,-1,-1,B01,2,0,2,4,2,5,4,,,,2,2,0,1,1,1,0,1,50,adult
201900026877,30,7,2019,0 days 10:15:00,1,38,38218,2,2,1,1,Rue de Chantaloup,"45,3481400","5,1813600",1,3,1,1937.0,5,2,-1,-1,A01,1,0,2,1,26,5,3,156,0.0,A,2,2,0,2,4,1,0,1,50,child
201900026877,30,7,2019,0 days 10:15:00,1,38,38218,2,2,1,1,Rue de Chantaloup,"45,3481400","5,1813600",1,1,1,1968.0,9,1,-1,-1,A01,1,0,2,1,26,5,3,156,0.0,A,2,2,0,2,4,1,0,1,50,adult
201900026892,24,7,2019,0 days 09:30:00,1,58,58144,2,1,1,6,"D 978A, centre bourg","46,7753440","3,0744840",1,3,1,1941.0,5,2,-1,-1,C01,1,0,2,1,21,5,3,978,0.0,A,2,2,0,1,1,1,0,5,50,child
201900026892,24,7,2019,0 days 09:30:00,1,58,58144,2,1,1,6,"D 978A, centre bourg","46,7753440","3,0744840",1,1,1,1948.0,5,2,-1,-1,C01,1,0,2,1,21,5,3,978,0.0,A,2,2,0,1,1,1,0,5,50,adult
201900026892,24,7,2019,0 days 09:30:00,1,58,58144,2,1,1,6,"D 978A, centre bourg","46,7753440","3,0744840",1,1,2,1974.0,5,1,-1,-1,C01,1,0,2,1,21,5,3,978,0.0,A,2,2,0,1,1,1,0,5,50,adult
201900026909,30,7,2019,0 days 11:00:00,1,21,21501,2,1,1,2,2 Place des Alliés,"47,2615050","4,5570980",1,1,1,1981.0,5,1,-1,-1,A01,1,0,2,1,1,5,3,977,2.0,,2,2,0,1,1,1,0,5,30,child
201900026909,30,7,2019,0 days 11:00:00,1,21,21501,2,1,1,2,2 Place des Alliés,"47,2615050","4,5570980",2,1,2,1983.0,5,1,-1,-1,A01,1,0,2,1,1,5,3,977,2.0,,2,2,0,1,1,1,0,5,30,adult
201900026909,30,7,2019,0 days 11:00:00,1,21,21501,2,1,1,2,2 Place des Alliés,"47,2615050","4,5570980",1,4,1,2004.0,5,2,-1,-1,A01,1,0,2,1,1,5,3,977,2.0,,2,2,0,1,1,1,0,5,30,adult
201900026951,27,7,2019,0 days 10:20:00,1,6,06122,2,1,1,2,Chemin du moulin,"43,7462260","7,1385190",1,3,1,1953.0,5,2,6,-1,A01,3,0,2,1,1,5,4,,,,-1,2,0,2,1,1,0,1,-1,child
201900026951,27,7,2019,0 days 10:20:00,1,6,06122,2,1,1,2,Chemin du moulin,"43,7462260","7,1385190",1,1,1,1974.0,4,8,-1,-1,A01,3,0,2,1,1,5,4,,,,-1,2,0,2,1,1,0,1,-1,adult
201900027071,8,3,2019,0 days 16:30:00,1,69,69389,2,7,1,3,BARTHELEMY BUYER                    (AV),"45,7623000","4,8026000",1,4,1,1932.0,5,2,0,-1,B01,2,0,2,8,25,5,7,BARTHELEMY BUYER                    (AV),0.0,,2,2,0,1,1,1,9,1,50,child
201900027071,8,3,2019,0 days 16:30:00,1,69,69389,2,7,1,3,BARTHELEMY BUYER                    (AV),"45,7623000","4,8026000",1,1,1,1957.0,5,1,0,-1,B01,2,0,2,8,25,5,7,BARTHELEMY BUYER                    (AV),0.0,,2,2,0,1,1,1,9,1,50,adult
201900027118,5,3,2019,0 days 19:50:00,5,80,80021,2,1,1,3,"49, AV DE GRECE","49,8679100","2,2788800",1,1,1,1955.0,0,1,0,-1,A01,0,0,2,0,1,5,4,GRECE (AVENUE DE),0.0,,2,2,0,2,1,1,0,1,50,child
201900027118,5,3,2019,0 days 19:50:00,5,80,80021,2,1,1,3,"49, AV DE GRECE","49,8679100","2,2788800",1,4,1,1997.0,0,2,0,-1,A01,0,0,2,0,1,5,4,GRECE (AVENUE DE),0.0,,2,2,0,2,1,1,0,1,50,adult
201900027153,6,3,2019,0 days 09:35:00,1,67,67180,2,2,1,3,MOUTONS (RUE DES),"48,8062000","7,8020000",1,3,1,1937.0,5,2,0,-1,B01,1,0,2,7,15,5,4,MOUTONS (RUE DES),0.0,,2,2,0,1,1,1,5,1,50,child
201900027153,6,3,2019,0 days 09:35:00,1,67,67180,2,2,1,3,MOUTONS (RUE DES),"48,8062000","7,8020000",1,1,1,1962.0,4,8,4,-1,B01,1,0,2,7,15,5,4,MOUTONS (RUE DES),0.0,,2,2,0,1,1,1,5,1,50,adult
201900027171,7,3,2019,0 days 15:15:00,1,62,62643,2,1,1,1,BIEZ ( Rue du ),"50,7043000","1,5978700",1,3,1,1955.0,1,2,8,-1,B01,0,1,2,1,0,0,4,BIEZ ( Rue du ),0.0,,1,1,0,1,1,1,0,2,50,child
201900027171,7,3,2019,0 days 15:15:00,1,62,62643,2,1,1,1,BIEZ ( Rue du ),"50,7043000","1,5978700",1,1,1,1978.0,0,1,0,-1,B01,0,1,2,1,0,0,4,BIEZ ( Rue du ),0.0,,1,1,0,1,1,1,0,2,50,adult
201900027187,30,1,2019,0 days 07:30:00,2,54,54395,2,1,1,6,GAMBETTA (RUE),"48,6922450","6,1806060",1,1,1,1964.0,0,1,0,-1,B01,1,0,2,0,0,5,4,GAMBETTA (RUE),0.0,,-1,1,0,1,1,1,0,1,50,child
201900027187,30,1,2019,0 days 07:30:00,2,54,54395,2,1,1,6,GAMBETTA (RUE),"48,6922450","6,1806060",1,4,2,1998.0,0,2,0,-1,B01,1,0,2,0,0,5,4,GAMBETTA (RUE),0.0,,-1,1,0,1,1,1,0,1,50,adult
201900027195,1,5,2019,0 days 19:40:00,1,59,59368,2,1,8,5,POMPIDOU G. RUE DU PDT.7 -141,"50,6536300","3,0694800",1,1,1,1954.0,0,1,0,-1,A01,2,0,2,4,26,5,4,POMPIDOU G. RUE DU PDT.7 -141,0.0,,2,2,0,1,1,1,0,2,50,child
201900027195,1,5,2019,0 days 19:40:00,1,59,59368,2,1,8,5,POMPIDOU G. RUE DU PDT.7 -141,"50,6536300","3,0694800",1,1,1,1990.0,0,1,0,-1,A01,2,0,2,4,26,5,4,POMPIDOU G. RUE DU PDT.7 -141,0.0,,2,2,0,1,1,1,0,2,50,adult
201900027196,28,3,2019,0 days 11:10:00,1,59,59350,2,9,1,6,POSTES RUE N°1 - 63,"50,6265300","3,0568100",3,4,2,1970.0,3,8,0,-1,A01,3,0,1,1,25,5,4,POSTES RUE N°1 - 63,0.0,,2,2,0,1,1,1,6,1,50,child
201900027196,28,3,2019,0 days 11:10:00,1,59,59350,2,9,1,6,POSTES RUE N°1 - 63,"50,6265300","3,0568100",1,1,1,1999.0,0,8,0,-1,A01,3,0,1,1,25,5,4,POSTES RUE N°1 - 63,0.0,,2,2,0,1,1,1,6,1,50,adult
201900027204,8,5,2019,0 days 11:25:00,1,59,59009,2,3,2,3,OUEST BOULEVARD DE L,"50,6369000","3,1220400",1,1,1,1900.0,-1,1,0,0,B01,3,0,2,8,1,5,4,OUEST BOULEVARD DE L,0.0,,1,3,1,1,1,2,0,1,50,child
201900027204,8,5,2019,0 days 11:25:00,1,59,59009,2,3,2,3,OUEST BOULEVARD DE L,"50,6369000","3,1220400",1,4,1,1962.0,0,2,4,-1,B01,3,0,2,8,1,5,4,OUEST BOULEVARD DE L,0.0,,1,3,1,1,1,2,0,1,50,adult
201900027211,17,4,2019,0 days 09:05:00,1,59,59316,2,3,1,3,JAURES JEAN RUE,"50,5734800","2,9959600",1,1,1,1947.0,0,1,0,-1,B01,1,0,2,1,1,0,7,145,0.0,,2,2,0,1,1,1,0,1,50,child
201900027211,17,4,2019,0 days 09:05:00,1,59,59316,2,3,1,3,JAURES JEAN RUE,"50,5734800","2,9959600",1,4,1,1969.0,0,2,0,-1,B01,1,0,2,1,1,0,7,145,0.0,,2,2,0,1,1,1,0,1,50,adult
201900027239,22,5,2019,0 days 16:45:00,1,57,57306,2,3,1,3,METROPOLE (AVENUE DE LA),"49,3484600","6,0591800",1,3,1,1973.0,5,2,4,-1,B01,2,0,2,1,1,1,3,14,0.0,B,2,2,0,1,1,1,0,1,50,child
201900027239,22,5,2019,0 days 16:45:00,1,57,57306,2,3,1,3,METROPOLE (AVENUE DE LA),"49,3484600","6,0591800",1,1,2,1996.0,5,1,0,-1,B01,2,0,2,1,1,1,3,14,0.0,B,2,2,0,1,1,1,0,1,50,adult
201900027266,14,5,2019,0 days 17:25:00,1,56,56121,2,2,1,3,INDES ( QUAI DES ),"47,7452200"," -3,3585300",1,1,1,1960.0,5,1,8,-1,B01,2,0,2,7,1,5,4,INDES ( QUAI DES ),0.0,,2,2,0,1,1,1,0,1,30,child
201900027266,14,5,2019,0 days 17:25:00,1,56,56121,2,2,1,3,INDES ( QUAI DES ),"47,7452200"," -3,3585300",1,3,2,1986.0,1,2,0,-1,B01,2,0,2,7,1,5,4,INDES ( QUAI DES ),0.0,,2,2,0,1,1,1,0,1,30,adult
201900027303,22,5,2019,0 days 21:20:00,2,51,51454,2,1,1,3,PLACE DES COMBATTANTS D'AFN,"49,2200278","4,0219369",1,1,1,1975.0,0,1,8,-1,B01,1,0,2,4,1,5,3,951,0.0,,1,0,0,1,3,1,0,1,50,child
201900027303,22,5,2019,0 days 21:20:00,2,51,51454,2,1,1,3,PLACE DES COMBATTANTS D'AFN,"49,2200278","4,0219369",1,4,1,1998.0,4,8,0,-1,B01,1,0,2,4,1,5,3,951,0.0,,1,0,0,1,3,1,0,1,50,adult
201900027333,24,5,2019,0 days 10:00:00,1,50,50129,2,1,1,3,PARIS (AVENUE DE),"49,6293200"," -1,6181000",1,1,1,1952.0,5,1,0,-1,B01,1,1,0,1,1,5,4,PARIS (AVENUE DE),0.0,,2,2,0,1,1,1,0,3,50,child
201900027333,24,5,2019,0 days 10:00:00,1,50,50129,2,1,1,3,PARIS (AVENUE DE),"49,6293200"," -1,6181000",1,4,1,2000.0,5,2,0,-1,B01,1,1,0,1,1,5,4,PARIS (AVENUE DE),0.0,,2,2,0,1,1,1,0,3,50,adult
201900027439,12,11,2019,0 days 11:45:00,1,69,69389,2,3,1,1,CHAPEAU ROUGE (DU)                  (R ),"45,7726300","4,8078500",1,1,2,1953.0,1,1,0,-1,A01,3,0,2,1,5,5,7,CHAPEAU ROUGE (DU)                  (R ),0.0,,1,2,2,2,1,1,0,1,50,child
201900027439,12,11,2019,0 days 11:45:00,1,69,69389,2,3,1,1,CHAPEAU ROUGE (DU)                  (R ),"45,7726300","4,8078500",1,3,1,1978.0,1,8,0,-1,A01,3,0,2,1,5,5,7,CHAPEAU ROUGE (DU)                  (R ),0.0,,1,2,2,2,1,1,0,1,50,adult
201900027448,10,11,2019,0 days 14:32:00,1,76,76498,2,1,1,3,VALLEE. RUE LUCIEN,"49,4222600","1,0568900",1,1,1,1980.0,5,1,0,-1,A01,0,0,2,1,5,5,4,VALLEE. RUE LUCIEN,0.0,,1,1,1,2,1,1,0,1,50,child
201900027448,10,11,2019,0 days 14:32:00,1,76,76498,2,1,1,3,VALLEE. RUE LUCIEN,"49,4222600","1,0568900",1,4,1,2004.0,5,8,0,-1,A01,0,0,2,1,5,5,4,VALLEE. RUE LUCIEN,0.0,,1,1,1,2,1,1,0,1,50,adult
201900027456,5,11,2019,0 days 20:21:00,3,68,68066,1,1,1,2,CD4,"48,1082200","7,3947800",1,1,1,1959.0,1,8,0,-1,B01,1,0,2,4,1,0,3,4,0.0,,2,2,0,1,1,1,0,1,70,child
201900027456,5,11,2019,0 days 20:21:00,3,68,68066,1,1,1,2,CD4,"48,1082200","7,3947800",1,4,1,1996.0,1,8,4,-1,B01,1,0,2,4,1,0,3,4,0.0,,2,2,0,1,1,1,0,1,70,adult
201900027459,9,11,2019,0 days 14:20:00,1,67,67365,2,1,1,3,MULHOUSE (RUE DE),"48,5387200","7,7138100",1,1,1,1976.0,0,1,0,-1,B01,2,0,2,3,1,5,4,MULHOUSE (RUE DE),0.0,,2,2,0,2,1,1,0,1,30,child
201900027459,9,11,2019,0 days 14:20:00,1,67,67365,2,1,1,3,MULHOUSE (RUE DE),"48,5387200","7,7138100",1,4,1,2009.0,0,8,0,-1,B01,2,0,2,3,1,5,4,MULHOUSE (RUE DE),0.0,,2,2,0,2,1,1,0,1,30,adult
201900027476,11,11,2019,0 days 15:00:00,1,44,44109,2,1,1,3,QUAI DU MARQUIS D'AIGUILLON,"47,2032900"," -1,5754000",1,4,1,1955.0,5,2,8,-1,B01,3,0,2,1,1,5,4,,0.0,,1,1,1,1,1,1,0,1,50,child
201900027476,11,11,2019,0 days 15:00:00,1,44,44109,2,1,1,3,QUAI DU MARQUIS D'AIGUILLON,"47,2032900"," -1,5754000",1,1,1,1993.0,9,1,0,-1,B01,3,0,2,1,1,5,4,,0.0,,1,1,1,1,1,1,0,1,50,adult
201900027477,12,11,2019,0 days 18:00:00,5,37,37261,2,1,9,6,DESMOULINS (RUE CAMILLE),"47,3868400","0,6993900",1,1,1,1948.0,5,1,8,-1,B01,3,0,2,8,1,0,4,DESMOULINS (RUE CAMILLE),0.0,,2,2,0,1,1,2,9,1,50,child
201900027477,12,11,2019,0 days 18:00:00,5,37,37261,2,1,9,6,DESMOULINS (RUE CAMILLE),"47,3868400","0,6993900",1,4,1,1994.0,1,8,0,-1,B01,3,0,2,8,1,0,4,DESMOULINS (RUE CAMILLE),0.0,,2,2,0,1,1,2,9,1,50,adult
201900027530,12,11,2019,0 days 11:20:00,1,93,93077,2,1,1,3,RAINCY (AVENUE DU),"48,8884600","2,5103700",1,1,1,1953.0,0,8,0,-1,B01,3,1,0,1,1,0,4,RAINCY (AVENUE DU),0.0,,1,1,0,1,1,1,0,1,50,child
201900027530,12,11,2019,0 days 11:20:00,1,93,93077,2,1,1,3,RAINCY (AVENUE DU),"48,8884600","2,5103700",1,4,2,2005.0,0,8,0,-1,B01,3,1,0,1,1,0,4,RAINCY (AVENUE DU),0.0,,1,1,0,1,1,1,0,1,50,adult
201900027579,25,11,2019,0 days 09:45:00,1,62,62126,2,6,1,3,CD 941,"50,5135560","2,6819730",1,3,1,1964.0,0,8,0,-1,B01,3,0,2,0,2,5,3,941,0.0,,1,4,0,1,1,1,5,1,50,child
201900027579,25,11,2019,0 days 09:45:00,1,62,62126,2,6,1,3,CD 941,"50,5135560","2,6819730",1,1,1,1991.0,4,1,0,-1,B01,3,0,2,0,2,5,3,941,0.0,,1,4,0,1,1,1,5,1,50,adult
201900027605,20,12,2019,0 days 12:35:00,1,44,44109,2,1,1,3,ROUTE DE VERTOU,"47,1846000"," -1,5246000",1,4,2,1963.0,1,2,0,-1,B01,1,0,2,7,1,5,4,,0.0,,2,0,0,1,1,2,0,1,50,child
201900027605,20,12,2019,0 days 12:35:00,1,44,44109,2,1,1,3,ROUTE DE VERTOU,"47,1846000"," -1,5246000",1,1,2,1998.0,5,1,0,-1,B01,1,0,2,7,1,5,4,,0.0,,2,0,0,1,1,2,0,1,50,adult
201900027683,20,12,2019,0 days 10:45:00,1,75,75107,2,1,8,3,QUAI VOLTAIRE,"48,8588441","2,3314485",1,4,1,1967.0,0,2,8,-1,B01,1,0,2,0,17,5,4,QUAI VOLTAIRE,0.0,,1,3,1,1,1,2,0,5,50,child
201900027683,20,12,2019,0 days 10:45:00,1,75,75107,2,1,8,3,QUAI VOLTAIRE,"48,8588441","2,3314485",1,1,1,1994.0,0,2,8,-1,B01,1,0,2,0,17,5,4,QUAI VOLTAIRE,0.0,,1,3,1,1,1,2,0,5,50,adult
201900027812,8,10,2019,0 days 17:15:00,1,7,07323,2,3,1,3,Route de Monsano,"44,9047510","4,8223110",2,1,1,1933.0,5,1,-1,-1,B01,0,0,2,5,17,5,3,279,,,2,2,0,1,1,1,0,1,50,child
201900027812,8,10,2019,0 days 17:15:00,1,7,07323,2,3,1,3,Route de Monsano,"44,9047510","4,8223110",2,1,2,1934.0,5,1,-1,-1,B01,0,0,2,5,17,5,3,279,,,2,2,0,1,1,1,0,1,50,adult
201900027812,8,10,2019,0 days 17:15:00,1,7,07323,2,3,1,3,Route de Monsano,"44,9047510","4,8223110",1,3,1,1941.0,5,2,6,-1,B01,0,0,2,5,17,5,3,279,,,2,2,0,1,1,1,0,1,50,adult
201900027812,8,10,2019,0 days 17:15:00,1,7,07323,2,3,1,3,Route de Monsano,"44,9047510","4,8223110",1,1,1,1957.0,5,1,-1,-1,B01,0,0,2,5,17,5,3,279,,,2,2,0,1,1,1,0,1,50,adult
201900027812,8,10,2019,0 days 17:15:00,1,7,07323,2,3,1,3,Route de Monsano,"44,9047510","4,8223110",2,1,1,1958.0,0,1,-1,-1,B01,0,0,2,5,17,5,3,279,,,2,2,0,1,1,1,0,1,50,adult
201900027871,7,10,2019,0 days 12:00:00,1,81,81065,2,1,1,2,LICES (BD. DES),"43,6051700","2,2372300",1,4,2,1933.0,3,8,0,-1,B01,2,0,2,8,1,5,3,612,0.0,,1,3,0,1,1,1,0,1,50,child
201900027871,7,10,2019,0 days 12:00:00,1,81,81065,2,1,1,2,LICES (BD. DES),"43,6051700","2,2372300",1,1,1,1975.0,4,1,8,-1,B01,2,0,2,8,1,5,3,612,0.0,,1,3,0,1,1,1,0,1,50,adult
201900027910,25,1,2019,0 days 07:55:00,1,66,66136,2,1,1,3,MISTRAL (BOULEVARD FREDERIC),"42,6960000","2,9056000",1,1,2,1977.0,0,1,0,-1,A01,0,0,2,2,15,5,4,MISTRAL (BOULEVARD FREDERIC),0.0,,2,2,1,1,1,1,0,1,30,child
201900027910,25,1,2019,0 days 07:55:00,1,66,66136,2,1,1,3,MISTRAL (BOULEVARD FREDERIC),"42,6960000","2,9056000",1,4,1,2002.0,5,8,8,-1,A01,0,0,2,2,15,5,4,MISTRAL (BOULEVARD FREDERIC),0.0,,2,2,1,1,1,1,0,1,30,adult
201900027913,23,1,2019,0 days 16:23:00,1,66,66136,2,1,1,6,rond point de la Salanque,"42,7276000","2,9045500",1,4,1,1958.0,5,8,0,-1,B01,0,0,2,1,1,5,4,SALANQUE (AVENUE DE),0.0,,1,2,0,1,2,1,5,1,50,child
201900027913,23,1,2019,0 days 16:23:00,1,66,66136,2,1,1,6,rond point de la Salanque,"42,7276000","2,9045500",1,1,1,1980.0,5,1,8,-1,B01,0,0,2,1,1,5,4,SALANQUE (AVENUE DE),0.0,,1,2,0,1,2,1,5,1,50,adult
201900027941,24,1,2019,0 days 12:00:00,1,50,50173,2,3,1,3,TROIS HANGARS (RUE DES),"49,6489900"," -1,6439700",1,4,1,1955.0,5,2,0,-1,A01,2,0,2,1,19,5,3,901,0.0,,3,4,1,1,1,1,5,1,70,child
201900027941,24,1,2019,0 days 12:00:00,1,50,50173,2,3,1,3,TROIS HANGARS (RUE DES),"49,6489900"," -1,6439700",1,1,1,1984.0,1,1,0,-1,A01,2,0,2,1,19,5,3,901,0.0,,3,4,1,1,1,1,5,1,70,adult
201900027975,25,1,2019,0 days 09:36:00,1,34,34172,2,1,1,3,PALAVAS (AVENUE DE),"43,5976700","3,8862500",1,1,1,1958.0,1,1,8,-1,B01,2,0,2,1,1,5,4,PALAVAS (AVENUE DE),0.0,,2,2,0,1,1,1,0,1,50,child
201900027975,25,1,2019,0 days 09:36:00,1,34,34172,2,1,1,3,PALAVAS (AVENUE DE),"43,5976700","3,8862500",1,3,1,1993.0,5,2,0,-1,B01,2,0,2,1,1,5,4,PALAVAS (AVENUE DE),0.0,,2,2,0,1,1,1,0,1,50,adult
201900027980,17,1,2019,0 days 12:10:00,1,33,33318,2,2,1,3,AV BECQUEREL/A630 ECH14,"44,7881900"," -0,6463400",1,1,1,1971.0,4,8,0,-1,B01,1,0,0,0,1,5,1,630,0.0,,3,3,0,1,1,1,3,8,50,child
201900027980,17,1,2019,0 days 12:10:00,1,33,33318,2,2,1,3,AV BECQUEREL/A630 ECH14,"44,7881900"," -0,6463400",1,2,1,2000.0,4,8,0,-1,B01,1,0,0,0,1,5,1,630,0.0,,3,3,0,1,1,1,3,8,50,adult
